company_slug,title,location,url,updated,ats
omnea,Founding GTM Lead,New York,https://jobs.ashbyhq.com/omnea/afa164f5-39ab-4b41-bf2a-1674c3209dd2,2026-04-09T11:13:25.472+00:00,Ashby
saronic,Strategic Partnerships Manager,"Washington, DC",https://jobs.lever.co/saronic/3c85d102-999e-481d-ba04-9b938cb93043,2025-09-23T20:59:24.658000,Lever
tilt,Strategy & Operations Manager - Categories,London,https://jobs.ashbyhq.com/tilt/5751c163-7ae8-4d69-aa4c-3e2f9cff5d96,2026-03-30T16:50:47.836+00:00,Ashby
unlimit,Head of Partnerships,London,https://jobs.lever.co/unlimit/b01c5d26-9123-438b-b7ad-b88821d9e034,2025-09-18T12:24:08.558000,Lever
unlimit,Regional Commercial Director (EU),Remote Europe,https://jobs.lever.co/unlimit/94f21b18-552b-4012-9121-afe6cd0cd9ed,2026-01-27T18:42:20.300000,Lever
forter,Director of Strategic Alliances,United States - Remote,https://job-boards.greenhouse.io/forter/jobs/8436236002,2026-04-08T16:31:51-04:00,Greenhouse
forter,Sr. Corporate Development Manager,United States - New York ,https://job-boards.greenhouse.io/forter/jobs/8438082002,2026-04-08T16:33:20-04:00,Greenhouse
forter,Strategy & Operations Associate,United States - New York ,https://job-boards.greenhouse.io/forter/jobs/8480473002,2026-04-01T14:09:01-04:00,Greenhouse
aircall,"Director, Forward Deployed Engineering & AI GTM Lead",New York Office,https://jobs.lever.co/aircall/af40e77c-554a-436b-b6cb-bf1eca20c9d7,2026-03-05T08:06:34.346000,Lever
aircall,"Senior Manager, Go-To-Market Engineering",New York Office,https://jobs.lever.co/aircall/b08b02e5-84e3-4bde-8888-d61e8d1680f5,2026-03-19T22:47:54.539000,Lever
360learning,Retention & Professional Services Strategy and Operations Manager,"Paris, Remote",https://jobs.lever.co/360learning/a75bf78f-b20c-42fd-8546-3f45479cf520,2025-12-15T08:56:09.023000,Lever
xero,Senior Partnerships Manager,UK: London (7 Devonshire Square),https://jobs.ashbyhq.com/xero/7e44adb8-b4c9-4478-9b6a-c21ffac6aca4,2026-03-02T10:32:48.447+00:00,Ashby
xero,"Associate Chief of Staff, US Sales (7 months, fixed-term)",US: Colorado Remote Worker,https://jobs.ashbyhq.com/xero/2014718a-35b5-4748-89eb-51cbde49ba72,2026-04-02T16:37:25.986+00:00,Ashby
liveflow,Partnerships Manager,"New York, New York",https://jobs.ashbyhq.com/liveflow/8a959edc-5619-4a57-b542-76149e14ca5f,2026-02-01T04:12:51.582+00:00,Ashby
carta,"Senior Program Manager, Account Management Strategy & Operations","New York, NY",https://job-boards.greenhouse.io/carta/jobs/7614162003,2026-04-13T12:45:58-04:00,Greenhouse
deeter-analytics,Chief of Staff,US - Remote,https://jobs.ashbyhq.com/deeter-analytics/f170857f-08cf-454b-bdf8-559b3250bb46,2026-01-30T20:57:06.701+00:00,Ashby
farsight,Strategy & Operations Associate,New York City,https://jobs.ashbyhq.com/farsight/103845f1-f775-4fe0-a7a2-9185e72e749e,2026-03-17T14:00:05.291+00:00,Ashby
farsight,Strategy & Operations Intern (Summer 2026),New York City,https://jobs.ashbyhq.com/farsight/3e232244-faa1-4a2e-b755-941ca4b24c6d,2026-03-24T17:15:05.974+00:00,Ashby
goodlord,Partnerships Lead ,London,https://jobs.ashbyhq.com/goodlord/b880def0-56dd-405e-a05b-e18301d00c82,2026-04-08T17:17:11.066+00:00,Ashby
mercury,Revenue Technology - Data Strategy & Operations Lead,"San Francisco, CA, New York, NY, Portland, OR, or Remote within Canada or United States",https://job-boards.greenhouse.io/mercury/jobs/5806201004,2026-04-09T18:37:42-04:00,Greenhouse
mercury,Staff Product Partnerships Manager - Mercury Bank,"San Francisco, CA, New York, NY, Portland, OR, or Remote within United States",https://job-boards.greenhouse.io/mercury/jobs/5789886004,2026-04-09T18:37:42-04:00,Greenhouse
qumis,Head of Growth,New York City,https://jobs.ashbyhq.com/qumis/4f93747a-45eb-4dd8-a036-82a952261083,2025-11-17T03:42:08.539+00:00,Ashby
qumis,Director of Partnerships,New York City,https://jobs.ashbyhq.com/qumis/f85e2674-cc89-415e-b03b-87be107496da,2025-11-21T15:11:47.557+00:00,Ashby
rain,Corporate Development Associate ,"New York, NY",https://jobs.ashbyhq.com/rain/aa4a806d-405d-4877-a64b-a3891a9be2b2,2026-03-10T15:35:33.913+00:00,Ashby
samsara,Senior Partner Manager - Strategic Partnerships,Remote - UK,https://www.samsara.com/company/careers/roles/7541227?gh_jid=7541227,2026-04-16T21:56:08-04:00,Greenhouse
spotify,Markets Strategy & Operations Manager,London,https://jobs.lever.co/spotify/713eb2e2-23c8-45fd-85a0-323109123ecd,2026-03-09T16:09:45.133000,Lever
coinbase,Chief of Staff to the COO,Remote - USA,https://www.coinbase.com/careers/positions/7298274?gh_jid=7298274,2026-04-10T00:41:31-04:00,Greenhouse
stripe,"Partner Development Manager, Strategic Partnerships",US-San Francisco; US-New York City; US-Seattle; US-Remote; US-Chicago,https://stripe.com/jobs/search?gh_jid=7697672,2026-04-16T11:05:52-04:00,Greenhouse
stripe,"Product Strategy & Operations, Link","NYC, Seattle, San Francisco, Chicago, Atlanta, Remote",https://stripe.com/jobs/search?gh_jid=7657938,2026-04-16T11:05:52-04:00,Greenhouse
stripe,"Strategy & Operations Program Manager, Risk Ops",US-Remote,https://stripe.com/jobs/search?gh_jid=7214197,2026-04-16T11:05:52-04:00,Greenhouse
