Status,Score,Score_Rationale,Company,Job_Title,Sector,Location,Language_Requirement,Work_Arrangement,Salary_USD,Job_Summary,URL,URL_Status,Found_On
NEW,77,VP-level finance at NYC media startup; Operational finance match (20/25); NYC+DC+London locations; Adjacent media sector (5/15); Below target salary ($165K-$200K base),Semafor,"VP, Finance and Operations",Media/News,"New York, NY / Washington, DC",N/A,Hybrid,"$165,000 - $200,000","VP Finance & Ops reporting to CFO. Design and manage global finance operations across NYC, DC, London. Strategic finance and operational leadership for digital news startup.",https://boards.greenhouse.io/semafor/jobs/4062531005,Verified,Greenhouse
NEW,76,Director-level IR at crypto exchange; Capital markets expertise aligned; Remote; Crypto sector (10/15); No salary listed,Kraken,Investor Relations Director,Crypto/Exchange,Remote,N/A,Remote-US,N/A,"Lead investor relations function for major crypto exchange. Manage institutional investor relationships, prepare IPO readiness materials, and support capital markets activities.",https://jobs.lever.co/kraken/4a030625-ed75-4f19-aea0-8977b2b7c44d,Verified,Lever
NEW,76,VP Finance & Ops; Finance expertise; DC/Remote; GovTech adjacent (10/15); No salary listed,Avalanche Insights,VP of Finance and Operations,GovTech/Public Opinion Analytics,"Washington, DC / Remote",N/A,Hybrid,N/A,Develop and execute financial and operational strategy for public opinion analytics company. Offices in DC and Vancouver. Remote work available across US and Canada.,https://jobs.lever.co/AvalancheInsights/4cec2abf-4abe-41a8-a0fd-dc402bd5a5a5,Verified,Lever
NEW,75,VP-level IR director role; Capital markets aligned; Remote (Utah HQ); EdTech SaaS (10/15); No salary listed,Angel Studios,Investor Relations Director (VP),Entertainment/Tech,Remote,N/A,Remote-US,N/A,"Develop and execute comprehensive IR strategy as primary contact between company and investment community. Report to CFO, manage analyst relationships and capital markets communications.",https://jobs.lever.co/angel/c1ac6b39-4985-4e19-a504-58281dffbf3f,Verified,Lever
NEW,75,CFO at $1B+ biotech; C-suite level; Remote; Healthcare biotech (5/15); No salary listed,BillionToOne,Chief Financial Officer,Biotech/Diagnostics,Remote,N/A,Remote-US,N/A,"Chief Financial Officer for molecular diagnostics company with $1B+ valuation. Lead all financial functions including capital markets, investor relations, and strategic finance.",https://boards.greenhouse.io/billiontoone/jobs/4286883005,Verified,Greenhouse
NEW,74,VP-level finance at remote energy tech company; Operational finance skills match; Remote; Energy/climate tech (13/15); No salary listed,Raptor Maps,VP of Finance,Energy Tech/Solar,Remote,N/A,Remote-US,N/A,"VP Finance overseeing financial reporting, banking relationships, cash management, and risk management for solar software analytics platform. Remote-first company.",https://jobs.lever.co/RaptorMaps/73c59c62-ae6b-4d05-b95d-102d051fb186,Verified,Lever
NEW,73,VP Finance at remote health startup; Operational finance match; Remote US; Healthcare tech (5/15); No salary listed,Maximus Health,VP of Finance,Health Tech,Remote (US),N/A,Remote-US,N/A,"Lead financial operations for health tech startup. Drive financial strategy, planning, and operational excellence for remote-first healthcare technology company.",https://jobs.ashbyhq.com/maximustribe/c37545db-3774-460b-9bcd-edf6a585655d,Verified,Ashby
NEW,73,Head of Operations at VC accelerator; Portfolio ops/BD aligned; Remote; VC sector (full credit); No salary listed,VC Lab (Decile Group),Head of Operations,Venture Capital,Remote,N/A,Remote-US,N/A,"Lead day-to-day operations for VC accelerator platform supporting hundreds of venture capital firms globally. 10+ years ops experience required, 5+ in financial services.",https://jobs.lever.co/decilegroup/b1e6ca01-fcf0-486c-b0c3-d2f071a7f0a6,Verified,Lever
NEW,72,VP-level finance & strategy; Finance skills match; NYC; Financial services adjacent (10/15); No salary listed,CSC Generation,VP Finance & Strategy,Retail Tech/E-Commerce,"New York, NY",N/A,In-Office,N/A,"Lead financial strategy and planning for portfolio of e-commerce brands. Drive strategic finance initiatives, M&A analysis, and capital allocation across CSC Generation portfolio.",https://jobs.lever.co/cscgeneration-2/a1df2f8a-05ff-4566-a948-8e48d410ec1a,Verified,Lever
NEW,72,Sales/BD strategy lead at DC-based geo/climate tech; BD skills match; DC; Adjacent govtech/climate sector (10/15); No salary listed,Development Seed,Sales and Business Strategy Lead,GeoTech/Climate,"Washington, DC",N/A,In-Office,N/A,Lead sales and business strategy for open-source geospatial technology company. Drive business development with government agencies and climate organizations from DC office.,https://jobs.lever.co/developmentseed/b3b607ed-2ec7-4cd0-a091-a612ccbdf521,Verified,Lever
NEW,71,VP-level finance at remote fashion marketplace; Finance skills match; Remote/NYC; Consumer marketplace (5/15); No salary listed,Grailed,VP of Finance,Fashion Tech/Marketplace,"Remote / New York, NY",N/A,Remote-US,N/A,"Lead strategic planning, business forecasting, financial planning, risk management, and capital allocation for fashion marketplace. Distributed team with NYC HQ option.",https://boards.greenhouse.io/grailed/jobs/4885592002,Verified,Greenhouse
NEW,71,CFO at insurance tech; C-suite; Remote; Fintech/Insurance (10/15); No salary listed,Ledger Investing,Chief Financial Officer,Fintech/InsurTech,Remote,N/A,Remote-US,N/A,"Chief Financial Officer for insurance technology company. Lead financial strategy, capital raising, investor relations, and operational finance for growth-stage insurtech.",https://boards.greenhouse.io/ledgerinvesting/jobs/4119600005,Verified,Greenhouse
NEW,70,VP-level finance at fully remote AI startup; Finance match; Remote; AI/supply chain (10/15); No salary listed,Canals,VP Finance,AI/Supply Chain Tech,Remote,N/A,Remote-US,N/A,VP Finance at profitable AI startup transforming the industrial supply chain. Fully remote position leading financial strategy and operations.,https://jobs.ashbyhq.com/canals/bdf9801c-9b82-4cde-965a-4d20789c48ee,Verified,Ashby
NEW,70,VP Finance at wealth mgmt company; Finance match; NYC; Financial services (10/15); No salary listed,Focus Financial Partners,"Vice President, Finance",Financial Services/Wealth Mgmt,"New York, NY",N/A,In-Office,N/A,"VP Finance supporting financial planning, analysis, and strategic initiatives for leading partnership of independent wealth management firms.",https://jobs.lever.co/focuspartners/3151c907-65d4-4d89-923f-3c1d45c662d5,Verified,Lever
