"Status","Score","Score_Rationale","Company","Job_Title","Sector","Location","Language_Requirement","Work_Arrangement","Salary_USD","Job_Summary","URL","URL_Status","Found_On"
"NEW","87","Head-of level finance and strategy (30 seniority); strategic finance, FP&A, IB background explicitly valued (25 skills); SF location (5 location); AI/ML = 10/15 industry; salary likely $300K+ (8 salary); requires 15-20+ years progressive experience matching Vivienne's profile","Anthropic","Head of Finance and Strategy","AI/Tech","San Francisco, CA","N/A","In-Office","N/A","Leading finance and strategy at Anthropic. Requires 15-20+ years across strategic finance, FP&A, PE, VC, consulting, and IB with 7+ years in leadership. Passionate about AI safety mission. SaaS, AI/ML, consumption-based revenue model experience valued.","https://boards.greenhouse.io/anthropic/jobs/4086686008","Verified","Greenhouse"
"NEW","86","Sr. Director defense BD (30 seniority); defense-specific BD aligns with IB deal skills and defense network (25 skills); location unknown (10 location est); defense = full industry credit (15 industry); salary N/A (5 salary)","Synonym","Senior Director, Business Development (Defense)","Defense Tech","TBD (likely DC area)","N/A","In-Office","N/A","Senior Director of Business Development focused on defense market at Synonym. Leads strategic capture and government relationship development for defense technology solutions.","https://jobs.ashbyhq.com/synonym/94603516-1a06-4f57-8582-6e28c3c4b2d0","Verified","Ashby"
"NEW","85","Director-level defense account (30 seniority); government/defense sales leverages IB relationship skills (25 skills); SF likely (5 location); AI with defense contracts = full 15/15 industry; salary likely $250K+ (8 salary); OpenAI government team unique opportunity","OpenAI","Government Account Director, Defense","AI/Defense","San Francisco, CA / Washington, DC","N/A","In-Office","N/A","Director-level role on OpenAI's Government Sales team helping national security customers leverage AI for critical missions. Combines technical understanding, strategic vision, and partnership management for Defense Community customers.","https://jobs.ashbyhq.com/openai/dc0b907b-f833-4559-8fd8-d3d4c80b58d8","Verified","Ashby"
"NEW","85","Director-level government BD (30 seniority); BD/government market expansion leverages IB strategic skills (25 skills); location likely DC (15 location est); aerospace/defense = 15/15 industry; salary N/A (5 salary); satellite manufacturing at scale","Apex Technology","Business Development Director, US Government Markets","Aerospace/Defense","TBD (likely DC area)","N/A","In-Office","N/A","Business Development Director focusing on US Government markets at Apex Technology, which manufactures satellite buses at scale using software, vertical integration, and hardware designed for manufacturing.","https://jobs.ashbyhq.com/apex-technology-inc/8adac218-5190-4ea6-997a-170a154d0cef","Verified","Ashby"
"NEW","84","Growth Lead level (25 seniority); defense BD/capture strategy leverages IB deal and relationship skills (25 skills); location unknown (10 location est); defense AI = full 15/15 industry; salary N/A (5 salary); ASI serves airlines + US/allied government","Air Space Intelligence","Growth Lead (Defense)","Defense Tech/AI","TBD","N/A","In-Office","N/A","Growth Lead expanding ASI's footprint within U.S. Department of Defense. Develops end-to-end growth strategies including building relationships with government agencies. ASI serves critical infrastructure from airlines to defense.","https://jobs.ashbyhq.com/airspace-intelligence.com/ea1a78fd-21c2-47e0-bf81-8d87e7e969ac","Verified","Ashby"
"NEW","83","VP-level IR (25 seniority); IR/capital raising/investor relations = direct IB transfer (25 skills); remote/hybrid likely (15 location); enterprise tech SaaS (10 industry); salary N/A (5 salary); GitLab is a public company, strong transparency values","GitLab","VP, Investor Relations","Enterprise Tech/DevOps","Remote","N/A","Remote-Global","N/A","VP of Investor Relations at GitLab, developing long-term relationships with industry analysts and investors. Designs quarterly earnings process with CEO/CFO. Requires previous IR leadership at public technology company, preferably SaaS.","https://boards.greenhouse.io/gitlab/jobs/7015313002","Verified","Greenhouse"
"NEW","82","BD Lead level (25 seniority); defense BD with defense primes and government entities (25 skills); location likely DC (15 location est); defense = 15/15 industry; salary N/A (5 salary); reports to SVP of Programs","Rocket Communications","Business Development Lead (Defense)","Defense Tech/UX","TBD (likely DC area)","N/A","In-Office","N/A","Business Development Lead reporting to SVP of Programs at Rocket Communications. Builds relationships with large defense primes and government entities. Leads expansion of company footprint across Department of Defense branches.","https://jobs.lever.co/rocketcommunications/d242f783-eda3-406c-ba82-8d9ec93c53a9","Verified","Lever"
"NEW","82","VP-level IR at accelerator (25 seniority); investor relations/fund capital raising directly leverages IB placement agent experience (25 skills); location likely Boulder/remote (10 location); venture/accelerator = 10/15 industry; salary N/A (5 salary); $29B combined portfolio valuation","Techstars","VP Investor Relations","Venture/Accelerator","Boulder, CO / Remote","N/A","Remote-US","N/A","VP Investor Relations reporting to CIO at Techstars. Develops and executes IR strategy for all current and future investors in Techstars Investment Funds. Techstars has invested in 2,200+ companies with $29B combined market cap.","https://boards.greenhouse.io/techstars57/jobs/5172090002","Verified","Greenhouse"
"NEW","81","Head of Finance (30 seniority); financial strategy, operational finance = good IB transfer (20 skills); Remote US (20 location); enterprise tech/banking AI (10 industry); salary N/A (5 salary); serves 100+ financial institutions","Interface AI","Head of Finance","AI/Banking Tech","Remote - US","N/A","Remote-US","N/A","Head of Finance at Interface AI, the industry's leading specialized AI provider for banks and credit unions serving 100+ financial institutions. Oversees financial strategy, forecasting models, risk assessment, and regulatory compliance.","https://boards.greenhouse.io/interfaceai/jobs/4303328006","Verified","Greenhouse"
"NEW","80","IR Lead level (25 seniority); financial narrative/investor communications = direct IB transfer (25 skills); SF location (5 location); AI with potential gov/defense angles (15 industry); salary likely $250K+ (8 salary); OpenAI is premier AI company","OpenAI","Investor Relations Lead","AI/Tech","San Francisco, CA","N/A","In-Office","N/A","Investor Relations Lead at OpenAI owning the financial narrative and investor communications. Defines how OpenAI explains business performance, capital strategy, and long-term value creation to investors, analysts, and stakeholders.","https://jobs.ashbyhq.com/openai/77237e43-b3b6-4687-84c8-6804981affae","Verified","Ashby"
"NEW","80","MD level = C-suite equivalent (30 seniority); FP&A advisory to CFOs leverages IB advisory skills (20 skills); NYC area (20 location); consulting/advisory sector (5 industry); salary N/A (5 salary); CFGI is specialized financial consulting firm","CFGI","Managing Director, FP&A Advisory","Financial Consulting","New York, NY area","N/A","Hybrid","N/A","Managing Director at CFGI supporting growth of FP&A Advisory team. CFGI serves as trusted partner to CFOs tackling complex challenges across accounting, corporate finance, M&A, IPO readiness, and digital transformation.","https://jobs.lever.co/cfgi/88bdc394-b705-4908-9687-211e4ac0bc8d","Verified","Lever"
"NEW","79","VP level (25 seniority); Business development leverages deal/relationship skills (25 skills); El Segundo base (5 location); aerospace/defense-adjacent = 10/15 industry; salary N/A (5 salary); reports directly to CEO, government engagement focus","Skyryse","VP, Business Development","Aerospace/Aviation","El Segundo, CA (remote option)","N/A","In-Office","N/A","VP of BD reporting to CEO at Skyryse, leading all BD efforts through strategic partnerships, market expansion, government engagement, and new revenue opportunities. Skyryse builds SkyOS, the first universal operating system for flight.","https://boards.greenhouse.io/embed/job_app?token=7167350","Verified","Greenhouse"
"NEW","78","Sr. Manager (20 seniority); debt capital markets, transaction structuring = direct IB transfer (25 skills); location TBD (10 location); clean energy/climate with infrastructure angle (13 industry); salary N/A (5 salary); Crux is changing clean energy project finance","Crux","Sr. Manager, Debt Capital Markets","Clean Energy/Climate Tech","New York, NY","N/A","Hybrid","N/A","Sr. Manager on Crux's capital markets platform for clean energy and manufacturing project finance. Innovates transaction structures and builds relationships with developers, lenders, and investors. Crux is changing how clean energy projects are financed.","https://jobs.ashbyhq.com/cruxclimate/2b291beb-a097-4426-8f5b-914b8903f29a","Verified","Ashby"
"NEW","77","Head of level (30 seniority); capital markets, investor outreach = direct IB transfer (25 skills); SF location (5 location); alternative investments/fintech (10 industry); salary N/A (5 salary); Plural is in clean energy/electron economy","Plural","Head of Capital Markets","Clean Energy/Alternative Investments","San Francisco, CA","N/A","In-Office","N/A","Head of Capital Markets at Plural, developing and executing investor outreach strategies, cultivating relationships with RIAs, family offices, tax advisors, broker-dealers, and wealth managers. Plural focuses on capital formation in the electron economy.","https://jobs.ashbyhq.com/pluralfinance/39a67982-d708-4ac4-b43b-037577bf54cf","Verified","Ashby"
"NEW","76","VP of Finance (25 seniority); finance leadership at AI company (20 skills); European company, likely EU-based (5 location); AI with European sovereignty/defense angle (13 industry); salary N/A (5 salary); Aleph Alpha has $65M+ funding, strong government ties","Aleph Alpha","VP Finance","AI/Tech (European)","Europe (Germany)","N/A","In-Office","N/A","VP Finance at Aleph Alpha, building a finance organization to scale from late-stage growth to global operational excellence. Reports to CEO, CRO, COO, and Product leadership. Aleph Alpha develops sovereign AI solutions with focus on European values.","https://jobs.ashbyhq.com/AlephAlpha/0eb7fb31-333e-4946-beb6-3fc03554a629","Verified","Ashby"
"NEW","75","Head of Finance (30 seniority); financial strategy, operational finance (20 skills); location likely NYC or remote (15 location est); AI/consumer tech (10 industry); salary N/A (5 salary); Character.AI is leading AI company","Character.AI","Head of Finance","AI/Consumer Tech","TBD (likely San Francisco)","N/A","In-Office","N/A","Head of Finance at Character.AI, one of the leading consumer AI companies. Oversees all financial planning, strategy, and operations as the company scales rapidly.","https://jobs.ashbyhq.com/character/d82f8a92-e56d-4aef-aab6-13016806f5f1","Verified","Ashby"
"NEW","74","Head of Finance & Ops (30 seniority); operational finance (20 skills); location TBD (10 location est); AI/tech (10 industry); salary N/A (5 salary)","Tavus","Head of Finance & Ops","AI/Video Tech","TBD","N/A","In-Office","N/A","Head of Finance and Operations at Tavus, an AI video generation company. Oversees financial strategy, planning, and operational processes as the company scales.","https://jobs.ashbyhq.com/tavus/8b2f2a15-44b4-4416-9854-c781a04f2c64","Verified","Ashby"
"NEW","73","VP Finance (25 seniority); finance leadership, IPO readiness (20 skills); Remote US (20 location); enterprise SaaS (10 industry); salary N/A (5 salary); Seamless.AI scaling to IPO","Seamless.AI","VP of Finance","SaaS/Sales Tech","Remote - US","N/A","Remote-US","N/A","VP of Finance building, managing, and growing the finance team to execute scalable financial plans to scale Seamless.AI to IPO. Requires 5+ years of progressive VP-level experience at venture-backed SaaS company.","https://boards.greenhouse.io/seamlessai/jobs/4087174004","Verified","Greenhouse"
"NEW","72","Head of Finance (30 seniority); operational finance, IPO-track (20 skills); location TBD (10 location); education/marketplace (5 industry); salary N/A (5 salary); Outschool calls this role CFO-equivalent","Outschool","Head of Finance","Education/Marketplace","Remote","N/A","Remote-US","N/A","Strategic Head of Finance (CFO-equivalent title) guiding Outschool through growth to IPO. Building world-class finance team. Track record of finance leadership through hyper-growth required.","https://jobs.lever.co/outschool/32722c3c-7916-44fe-a05c-b65f764be9bb","Verified","Lever"
"NEW","71","Sr. Director FP&A (30 seniority); FP&A, investor relations = good IB transfer (20 skills); location TBD (10 location); enterprise tech (10 industry); salary N/A (5 salary); reports directly to CFO","Proof","Senior Director, FP&A","Enterprise Tech","TBD","N/A","In-Office","N/A","Senior Director FP&A reporting to CFO at Proof. Leads long-range planning, annual budgeting, operational reporting, investor relations, and strategic analysis on capital allocation. Partners closely with CFO and CEO.","https://jobs.lever.co/proof/636d1b7d-b093-4249-ac34-5bc386b0494d","Verified","Lever"
"NEW","70","Head of Finance Ops (30 seniority); deal desk/quote-to-cash operations (15 skills); SF location (5 location); AI (10 industry); salary likely $250K+ (8 salary); OpenAI scale and impact","OpenAI","Head of Finance Operations & Deal Desk","AI/Tech","San Francisco, CA","N/A","In-Office","N/A","Head of Finance Operations & Deal Desk at OpenAI. Owns end-to-end quote-to-cash process from pre-sale strategy (Deal Desk) to post-sale execution (Billing Operations, Credits and Collections).","https://jobs.ashbyhq.com/openai/f3ce3bd1-f677-49c0-a779-215569a8d643","Verified","Ashby"
