Status,Score,Score_Rationale,Company,Job_Title,Sector,Location,Language_Requirement,Work_Arrangement,Salary_USD,Job_Summary,URL,URL_Status,Found_On
REPEAT,85,"Embedded finance/payments aligns with banking and fintech background. BD role matches commercial build expertise from JPMorgan (35/40 skills, 32/35 industry, 18/25 experience).",Ebury,Business Development Manager - Embedded Finance / Payments,Fintech/Payments,London,N/A,Hybrid,N/A,"Primary revenue generator driving growth through new client acquisition for embedded finance and API offerings with emphasis on FX solutions. Ebury is a FinTech headquartered in London with 1,700+ staff globally.",https://job-boards.greenhouse.io/ebury/jobs/4656231101,Unverified,Greenhouse
NEW,84,"Strong CoS-to-CEO role matching Phil's operator background. Cross-functional strategic execution aligns with JPMorgan experience. Food tech sector is less aligned but company scale is excellent (36/40 skills, 22/35 industry, 26/25 experience - capped at 25).",Deliveroo,Chief of Staff to the CEO,Food Tech/Marketplace,London,N/A,Hybrid,N/A,"Support the CEO and Executive team with operational support, mission-critical projects, and strategic initiatives. Highly cross-functional role with broad exposure across every dimension of the business.",https://boards.greenhouse.io/deliveroo/jobs/4164199,Unverified,Greenhouse
NEW,83,"Phil's VC background (Interstate, Techstars, NCT) uniquely qualifies for VC partnership development. HR Tech/fintech adjacent sector. Remote-global works for London base (38/40 skills, 25/35 industry, 20/25 experience).",Deel,Partnerships Manager - Venture Capital,HR Tech/Fintech,Remote,N/A,Remote-Global,N/A,Drive venture capital partnerships for global employment and HR platform. Build relationships with VC ecosystem.,https://jobs.ashbyhq.com/deel/90aefa1d-30b5-4b43-82c2-53348fbc64b9,Unverified,Ashby
NEW,82,"Phil's VC background (Interstate, Techstars, NCT) is directly relevant. Zero-to-one build at angel network matches startup banking experience. Small team = high impact (38/40 skills, 28/35 industry, 16/25 experience).",CVX Ventures,Chief of Staff,Venture Capital,London,N/A,Hybrid,N/A,"Lead CVX Ventures through next phase of expansion, building Europe's largest and most active angel investor network. Team of 20 across Copenhagen, London, and Oslo.",https://job-boards.greenhouse.io/cvx/jobs/6600987003,Unverified,Greenhouse
NEW,82,"Fintech partnerships at scale directly matches expertise. Corporate card/payments sector aligns with banking background (36/40 skills, 32/35 industry, 14/25 experience).",Ramp,Partnerships Manager,Fintech/Corporate Cards,New York,N/A,Hybrid,N/A,"Build and manage partnerships for financial operations platform combining payments, corporate cards, vendor management. 45,000+ businesses, saved $10B.",https://jobs.ashbyhq.com/ramp/ce7ac24a-2941-4daf-a762-359d16885240,Unverified,Ashby
NEW,82,"Credit/financial data sector aligns well with banking background. CEO-reporting CoS matches operator profile. Hybrid London works (34/40 skills, 30/35 industry, 18/25 experience).",Creditinfo Group,Chief of Staff,Fintech/Credit,London,N/A,Hybrid,N/A,Chief of Staff reporting to Group CEO at credit information and analytics company. Hybrid with 2 days in London office.,https://uk.linkedin.com/jobs/view/chief-of-staff-at-creditinfo-group-3798149683,Unverified,LinkedIn
NEW,81,"Payments fintech aligns with banking and fintech background. Partnership acquisition role directly matches BD/partnership development expertise. UK & FR scope is manageable (35/40 skills, 32/35 industry, 14/25 experience).",Mollie,Technology Partnerships Acquisition Manager - UK & FR,Fintech/Payments,London,N/A,Hybrid,N/A,Drive technology partnership acquisition across UK and France for payments infrastructure company. Build integrations and platform partnerships.,https://jobs.ashbyhq.com/mollie/0141f0ed-59a1-4b32-b985-3c42fa6b64ac,Unverified,Ashby
NEW,80,"Fintech/trading sector aligns with financial background. Director-level operational role matches VP seniority. CIO/CISO reporting line is less direct fit than CEO-reporting (32/40 skills, 30/35 industry, 18/25 experience).",Capital.com,Operational Director / Chief of Staff,Fintech/Trading,London,N/A,Hybrid,N/A,"Strategic and operational partner to CIO/CISO. Translate organizational goals into execution plans with effective structures, resource planning, and consistent delivery. Based in London, Warsaw, or Limassol.",https://jobs.lever.co/capital/a9d8380f-d02b-4e38-aa3a-fa895b94d125,Unverified,Lever
NEW,80,"GTM-focused CoS at well-funded startup matches zero-to-one execution background. SaaS/procurement sector less aligned but fintech client base is relevant. 4-6 years requirement is below Phil's experience (34/40 skills, 22/35 industry, 24/25 experience).",Omnea,Chief of Staff - GTM,SaaS/Procurement,London,N/A,Hybrid,N/A,"Drive high-impact execution across Omnea's most critical priorities. Support GTM hiring, CEO special projects, and cross-functional work. Series B company backed by Accel and Khosla. Clients include Spotify and Monzo.",https://jobs.ashbyhq.com/omnea/a81f0554-841c-45f2-8142-ddddab228793,Unverified,Ashby
NEW,79,"Fintech/banking tech sector directly aligns. CEO Office role matches operator background. Associate title may be below Phil's VP level but prestigious company (30/40 skills, 35/35 industry, 14/25 experience).",Thought Machine,Associate - Chief of Staff CEO Office,Fintech/Banking Tech,London,N/A,Hybrid,N/A,"Report to Chief of Staff within CEO Office at Series D fintech valued at $2.7bn (raised $500m+). Decision-making support, research and analysis across the organization.",https://uk.linkedin.com/jobs/view/associate-chief-of-staff-ceo-office-at-jobs-via-efinancialcareers-3486777934,Unverified,LinkedIn
NEW,78,"Partnership development skills transfer directly. Science research partnerships less aligned with Phil's commercial focus but corp dev experience from VC is relevant (32/40 skills, 25/35 industry, 21/25 experience).",DeepMind,Business and Corporate Development Manager - Science Partnerships,AI/Technology,London,N/A,Hybrid,N/A,"Cultivate strategic science partnerships to further research priorities and maximize impact. Focus on supporting science-related BD opportunities, working with Research Leads and Product Managers.",https://job-boards.greenhouse.io/deepmind/jobs/7290598,Unverified,Greenhouse
NEW,77,"Fintech/trading sector aligns with financial background. 5+ years BD/partnership experience matches. In-office at The Shard. Mid-level title below VP seniority (32/40 skills, 28/35 industry, 17/25 experience).",TradingView,Partnerships Executive,Fintech/Trading,London,N/A,In-Office,N/A,"5+ years BD/partnership experience in fintech environment. Based in The Shard, London. Strong communication skills and online trading industry experience preferred.",https://uk.linkedin.com/jobs/view/partnerships-executive-at-tradingview-3485268812,Unverified,LinkedIn
NEW,76,"Strong fintech alignment but product-specific CoS focus is less direct match for Phil's commercial/BD core. Operator skills transfer well (24/40 skills, 35/35 industry, 17/25 experience).",Monzo,"Chief of Staff, Product",Fintech/Banking,London,N/A,Hybrid,N/A,Chief of Staff to the Chief Product Officer. Support CPO and product leadership team in setting product vision and strategy for Monzo.,https://boards.greenhouse.io/monzo/jobs/4589197,Unverified,Greenhouse
REPEAT,75,"Excellent fintech sector fit at Monzo but CTO-facing role likely requires deeper technical background than Phil's commercial operator profile (20/40 skills, 35/35 industry, 20/25 experience).",Monzo,Chief of Staff - CTO,Fintech/Banking,London,N/A,Hybrid,"$125,000-$162,000","Chief of Staff to the CTO overseeing engineering, data, and security functions (~700 people). Includes workforce planning, budgeting, and governance. Salary £100k-£130k.",https://job-boards.greenhouse.io/monzo/jobs/7019979,Unverified,Greenhouse
NEW,75,"Head-level BD matches VP seniority. Energy tech sector is not fintech-aligned but commercial pipeline building directly matches JPMorgan experience (35/40 skills, 18/35 industry, 22/25 experience).",Kraken,Head of Business Development - EU,Energy Tech,London,N/A,Hybrid,N/A,"Increase European new business presence and pipeline. Generate, nurture and close deals across the region for smart energy technology platform.",https://jobs.lever.co/kraken123/de778419-8dfd-40e6-8400-9fc0af49bf10,Unverified,Lever
NEW,74,"Partnership development skills transfer directly. Energy tech sector less aligned but financial services partnerships component is relevant. Mid-level role may be below Phil's VP seniority (30/40 skills, 20/35 industry, 24/25 experience).",Octopus Energy,Partnerships Manager,Energy Tech,London,N/A,Hybrid,N/A,"4-5 years experience, strong commercial partnerships background. Face and voice of Octopus Electric Vehicles across financial services and employee benefits sectors.",https://jobs.lever.co/octoenergy/2ca2854d-1dfa-4a02-9959-0346399d20bd,Unverified,Lever
NEW,74,"Fintech lending aligns with banking background. Partnerships team is relevant but PM title requires product management skills beyond Phil's BD/partnerships core (28/40 skills, 32/35 industry, 14/25 experience).",iwoca,Product Manager - Partnerships Team,Fintech/Lending,London,N/A,Hybrid,N/A,"Shape lending API, boost partner conversion, and streamline key workflows. Build finance that works for small businesses on the Partnerships team.",https://jobs.ashbyhq.com/iwoca.co.uk/23b41f7d-dba7-4335-a737-3c462a595c17,Unverified,Ashby
NEW,74,"CoS role matches operator background. AI/defense tech sector partially relevant given hard tech resume focus. DC hybrid works. CEO/COO reporting is strong (32/40 skills, 22/35 industry, 20/25 experience).",Alethea,Chief of Staff,AI/Defense Tech,Washington DC,N/A,Hybrid,N/A,"Collaborate with CEO and COO to drive initiatives, manage meetings, draft communications, prepare board materials, and coordinate employee all-hands. NYC or DC hybrid 3 days/week.",https://boards.greenhouse.io/alethea/jobs/5050878004,Unverified,Greenhouse
NEW,73,"Partnerships skill set transfers well. Travel/mobility sector is not aligned with Phil's fintech core but strategic partnership development is a direct match (35/40 skills, 15/35 industry, 23/25 experience).",Blacklane,Lead Strategic Partnerships Manager,Mobility/Travel Tech,London,N/A,Hybrid,N/A,"Drive business growth with global remit. Establish and nurture key partnerships, identify strategic alliances, joint ventures, and collaborations that enhance market presence.",https://boards.greenhouse.io/blacklane/jobs/7789460002,Unverified,Greenhouse
REPEAT,73,"Partnerships expertise transfers but national security domain is outside Phil's fintech/banking core. AI sector partially relevant. DC location works (35/40 skills, 18/35 industry, 20/25 experience).",Anthropic,National Security Partnerships Lead,AI/Government,Washington DC,N/A,Hybrid,N/A,Lead Anthropic's national security partnership efforts. Build relationships with government agencies and defense organizations for responsible AI deployment.,https://job-boards.greenhouse.io/anthropic/jobs/4776824008,Unverified,Greenhouse
REPEAT,73,"Hard tech sector partially aligns with resume focus. Autonomous maritime systems are niche but BD skills transfer directly (30/40 skills, 25/35 industry, 18/25 experience).",Saronic,Business Development - London,Hard Tech/Defense,London,N/A,Hybrid,N/A,"Drive growth by identifying new opportunities, building customer partnerships, and expanding footprint in UK and EU for autonomous maritime vessel company.",https://jobs.lever.co/saronic/1afc5730-44dd-412b-9f38-81484276b466,Unverified,Lever
NEW,72,"CoS operator skills transfer well but health tech sector is outside Phil's fintech/banking core. VP-level role matches seniority (30/40 skills, 18/35 industry, 24/25 experience).",Eucalyptus,Chief of Staff (VP of Operations),Health Tech,London,N/A,Hybrid,N/A,"Chief of Staff to VP of Operations at health tech company. High-impact role leading mission-critical projects, aligning cross-functional teams, and shaping strategic decisions.",https://job-boards.greenhouse.io/eucalyptus/jobs/4616727005,Unverified,Greenhouse
NEW,72,"CoS-to-CEO role matches operator background. Education/nonprofit sector is not aligned with Phil's fintech core but strategic execution skills transfer. DC hybrid (32/40 skills, 15/35 industry, 25/25 experience).",Strada Education Foundation,Chief of Staff,Education/Nonprofit,Washington DC,N/A,Hybrid,N/A,"Trusted strategic partner to CEO. Enhance CEO effectiveness by strengthening organizational alignment, tackling special projects, accelerating priority initiatives. Member of Senior Leadership Team.",https://jobs.lever.co/stradaeducation/6037a259-de9d-4733-a7f8-cbbb6f7d5bdd,Unverified,Lever
NEW,72,"Public financial management has partial alignment with banking background. BD leadership matches experience. Government sector less aligned (30/40 skills, 22/35 industry, 20/25 experience).",FreeBalance,Business Development Manager,Gov Tech/Public Finance,Washington DC,N/A,In-Office,N/A,"Lead efforts to identify, manage, and develop new business opportunities in global Public Financial Management market. 5-7 years relevant experience, university degree in business/finance.",https://jobs.lever.co/freebalance.com/0793ba14-5fc0-4608-8d4f-fc950ad4cb5c,Unverified,Lever
NEW,71,"Partnerships expertise transfers but government/policy domain requires technical grounding outside Phil's commercial core. AI sector partially relevant (30/40 skills, 20/35 industry, 21/25 experience).",Anthropic,Technical Policy Lead - Government & Third-Party Safety Partnerships,AI/Government,London,N/A,Hybrid,N/A,"Advance Anthropic's safety partnerships with governments and third-party ecosystem. Hybrid technical/policy role. Can be based in SF, DC, or London.",https://job-boards.greenhouse.io/anthropic/jobs/5018119008,Unverified,Greenhouse
NEW,71,"CoS operator skills transfer but edtech sector is outside Phil's fintech/banking core. Early-stage company matches zero-to-one experience (30/40 skills, 15/35 industry, 26/25 experience - capped 25).",Zen Educate,Chief of Staff,EdTech,London,N/A,Hybrid,N/A,Chief of Staff at London-based education technology company transforming how schools find and hire teachers.,https://jobs.lever.co/zeneducate/957cc2f0-49d7-484b-9fad-a34ee78b64bb,Unverified,Lever
NEW,70,"Fintech/crypto sector adjacent to banking background but BDR title is significantly below Phil's VP-level experience. Skills transfer from ecosystem development (25/40 skills, 28/35 industry, 17/25 experience).",Fireblocks,Business Development Representative - London,Crypto/Fintech,London,N/A,In-Office,N/A,Key component of EMEA sales team at Fireblocks. Opportunity to work with top professionals within fintech and crypto. Entry-level BD role.,https://job-boards.greenhouse.io/fireblocks/jobs/4593663006,Unverified,Greenhouse
NEW,70,"BD skills transfer but role level (2+ years) is significantly below Phil's VP experience. SaaS/marketplace sector partially relevant (25/40 skills, 20/35 industry, 25/25 experience).",Fresha,Business Development Manager - London,SaaS/Marketplace,London,N/A,In-Office,N/A,"100% focused on new business development, reporting to Head of Sales Europe. B2B sales in SaaS, online marketplaces, or payment platforms preferred. 2+ years solid B2B sales required.",https://jobs.lever.co/fresha/ca5ccd83-1c6d-46d8-839f-db6958e79924,Unverified,Lever
NEW,70,"Partnership development skills transfer. Sports tech sector is not aligned with Phil's fintech core but strong brand and Strava backing add appeal (30/40 skills, 15/35 industry, 25/25 experience).",Runna,Partnerships Lead - UK,Sports Tech,London,N/A,Hybrid,N/A,"Build partnerships for #1 running training platform, acquired by Strava in 2025. Apple iPhone app of the year finalist in 2024.",https://jobs.ashbyhq.com/runna/30ace097-9621-40cd-904d-59fe6359d50b,Unverified,Ashby
NEW,70,"CoS operator skills transfer. Agriculture/nonprofit sector is far from Phil's fintech core. Zero-to-one mandate matches experience but industry gap is significant (32/40 skills, 12/35 industry, 26/25 - capped 25).",One Acre Fund,Chief of Staff to the President,Agriculture/Nonprofit,Remote-US,N/A,Remote-US,N/A,"Work closely with the President, eventually taking on almost everything the President does. Deadline Feb 28, 2026. Preference for US East Coast cities including DC. US citizens/residents only.",https://job-boards.greenhouse.io/oneacrefundglobal/jobs/7587830,Unverified,Greenhouse
