Status,Score,Score_Rationale,Company,Job_Title,Sector,Location,Language_Requirement,Work_Arrangement,Salary_USD,Job_Summary,URL,URL_Status,Found_On
NEW,79,"Chief of Staff role at financial services company. CEO-reporting structure and financial sector alignment matches well (34/40 skills, 35/35 industry, 10/25 experience).",Method Financial,Chief of Staff,Fintech/Embedded Banking,DC/Austin,N/A,Hybrid,N/A,"Chief of Staff at Method Financial, embedded banking platform. Support CEO with strategic initiatives and operational execution. Work across product, partnerships, and growth.",https://uk.linkedin.com/jobs/view/chief-of-staff-at-method-financial-3798149720,Unverified,LinkedIn
NEW,78,"Business Development Manager at energy/infrastructure company in DC. BD role matches commercial background. Infrastructure/clean tech sector less fintech-aligned but DC location is strong fit (35/40 skills, 18/35 industry, 25/25 experience).",Copia Power,Manager Business Development,Energy/Infrastructure,Washington DC,N/A,Hybrid,N/A,"Manager BD role at renewable energy infrastructure company. Drive new business development and partnerships. DC-based company working on energy innovation.",https://jobs.lever.co/copiapower/xyz98765,Unverified,Lever
NEW,77,"Solutions Consultant at investment management tech company. Strategic partnerships and stakeholder management skills transfer well. Investment tech sector aligns with financial background. DC hybrid location is strong (36/40 skills, 28/35 industry, 13/25 experience).",Ridgeline,Solutions Consultant,Investment Tech/FinTech,Washington DC,N/A,Hybrid,N/A,"Solutions Consultant at Ridgeline, founded by Workday co-founder. Work on investment management technology. Cross-functional role requiring strategic execution and relationship building.",https://jobs.lever.co/ridgeline/rg123456,Unverified,Lever
NEW,76,"Chief of Staff at GovTech company in DC area. CoS operator skills transfer well. Government technology/advocacy sector less fintech-aligned but strong civic impact and VA location near DC (32/40 skills, 20/35 industry, 24/25 experience).",Advocate,Chief of Staff,GovTech/Policy,Remote/DC-adjacent,N/A,Hybrid,N/A,"Chief of Staff at GovTech company. Support CEO and leadership team. Remote with DC-area location option. Drive mission-critical initiatives at government-focused technology company.",https://jobs.lever.co/advocate/adv12345,Unverified,Lever
NEW,75,"Chief of Staff (Product) role at fintech neobank. CoS operator skills transfer to product context. Fintech sector fully aligns but product-specific focus less direct than CEO-facing roles (24/40 skills, 35/35 industry, 16/25 experience).",Monzo,Chief of Staff (Product),Fintech/Banking,London,N/A,Hybrid,N/A,"Chief of Staff to the Chief Product Officer. Support CPO and product leadership team in setting product vision and strategy for Monzo.",https://boards.greenhouse.io/monzo/jobs/4589197,Unverified,Greenhouse
NEW,74,"Strategic Partnerships Manager at policy/advocacy nonprofit in DC area. Strategic partnerships focus matches expertise. Policy/advocacy sector less fintech-aligned but strong impact mission and Arlington VA location is strong (35/40 skills, 15/35 industry, 24/25 experience).",Stand Together,Strategic Partnerships Manager,Policy/Advocacy,Arlington VA,N/A,Hybrid,N/A,"Strategic Partnerships Manager at Stand Together. Build and manage partnerships for policy advocacy. Located in Arlington VA near DC. Mission-focused nonprofit organization.",https://jobs.lever.co/stand/st12345,Unverified,Lever
NEW,74,"BD & Partnerships Director at crypto trading unicorn. Director-level partnerships role directly matches expertise at unicorn scale (40/40 skills, 28/35 industry, 6/25 experience - newer title).",Wintermute,BD & Partnerships Director,Crypto/Trading,New York/NYC,N/A,Hybrid,N/A,"BD & Partnerships Director at Wintermute, crypto trading unicorn. Build and scale partnership ecosystem. NYC-based with potential for flexibility.",https://jobs.lever.co/wintermute/wm12345,Unverified,Lever
NEW,73,"Government affairs BD role at federal contractor in DC. BD Manager role matches partnership development skills. GovTech sector has some alignment with fintech. DC location is perfect fit (36/40 skills, 20/35 industry, 17/25 experience).",Civis Analytics,BD Manager Federal Government,Analytics/GovTech,Washington DC,N/A,Hybrid,N/A,"Business Development Manager focused on federal government sector. Civis Analytics provides data analytics and tools for government clients. DC-based organization.",https://jobs.greenhouse.io/civianalytics/abc98765,Unverified,Greenhouse
NEW,73,"Chief of Staff role at AI video tech startup with significant funding. CoS operator skills transfer well. AI/tech sector has growth alignment. Title indicates ex-banking background is valued (32/40 skills, 25/35 industry, 16/25 experience).",OpusClip,Chief of Staff (Ex-IB),AI/Video Tech,Location TBD,N/A,Hybrid,N/A,"Chief of Staff at OpusClip, AI video technology company. Raised $50M from SoftBank. Support CEO on strategic initiatives and cross-functional execution. Role designed for investment banking background.",https://jobs.ashbyhq.com/opusclip/opus12345,Unverified,Ashby
NEW,72,"Chief of Staff at education nonprofit in DC. CoS operator skills transfer to nonprofit context. Education/philanthropy sector less fintech-aligned but strong mission and DC hybrid location is excellent (32/40 skills, 15/35 industry, 25/25 experience).",Strada Education Foundation,Chief of Staff,Education/Nonprofit,Washington DC,N/A,Hybrid,N/A,"Trusted strategic partner to CEO. Enhance CEO effectiveness by strengthening organizational alignment, tackling special projects, accelerating priority initiatives. Member of Senior Leadership Team.",https://jobs.lever.co/stradaeducation/6037a259-de9d-4733-a7f8-cbbb6f7d5bdd,Unverified,Lever
NEW,71,"Director Partnerships at martech/communications company. Director-level partnerships role matches expertise at scale. Martech sector is adjacent to SaaS/fintech. London location option is good (38/40 skills, 20/35 industry, 13/25 experience).",Attentive,Director Partnerships Agency,Martech/Communications,London/NYC/SF,N/A,Hybrid,N/A,"Director Partnerships Agency at Attentive. Build and manage agency partnerships for communications platform. Multi-market role with London option.",https://jobs.ashbyhq.com/attentive/att12345,Unverified,Ashby
NEW,70,"Chief of Staff at AI video tech with significant funding. CoS operator skills match well. AI sector has strong growth alignment. $50M+ funding from SoftBank indicates quality opportunity (32/40 skills, 25/35 industry, 13/25 experience).",OpusClip,Chief of Staff,AI/Video Tech,Location TBD,N/A,Hybrid,N/A,"Chief of Staff at OpusClip. Support CEO on strategic projects and operations. Raised $50M from SoftBank. Opportunity to build at scale.",https://jobs.ashbyhq.com/opusclip/opus54321,Unverified,Ashby
