Status,Score,Score_Rationale,Company,Job_Title,Sector,Location,Language_Requirement,Work_Arrangement,Salary_USD,Job_Summary,URL,URL_Status,Found_On
REPEAT,85,"Cross-functional strategic execution aligns with JPMorgan experience. Marketplace tech less fintech-aligned but company scale and CEO-reporting structure is excellent (36/40 skills, 22/35 industry, 25/25 experience).",Deliveroo,Chief of Staff to the CEO,Food Tech/Marketplace,London,N/A,Hybrid,N/A,"Support CEO and Executive team with operational support, mission-critical projects. Highly cross-functional with broad exposure across every dimension of the business.",https://boards.greenhouse.io/deliveroo/jobs/4164199,Verified,Greenhouse
REPEAT,84,"Direct fintech sector alignment at green digital bank. CEO-reporting structure matches operator profile. Sustainable finance is growth sector (36/40 skills, 35/35 industry, 13/25 experience).",Tandem Bank,Chief of Staff,Fintech/Banking,London,N/A,Hybrid,N/A,"Report to CEO across all aspects of cross-functional projects. UK's greener digital bank with £1.5bn in AUM, focused on sustainable finance and net-zero.",https://boards.greenhouse.io/tandemmoneylimited/jobs/6206792002,Verified,Greenhouse
REPEAT,84,"Build and scale strategic partnerships at world's leading AI company (36/40 skills, 28/35 industry, 20/25 experience).",OpenAI,Strategic Partnerships,AI/Technology,London,N/A,Hybrid,N/A,Strategic Partnerships role at OpenAI. Build and scale partnerships at the world's leading AI company.,https://jobs.ashbyhq.com/openai/aa881d4a-e8a9-4863-92b6-b64938bf88ed,Verified,Ashby
REPEAT,83,"Cross-functional strategic execution and partnership skills transfer well. EMEA scope matches London base. Soho Square office (38/40 skills, 28/35 industry, 17/25 experience).",Twilio,Chief of Staff EMEA,Communications Tech,London,N/A,Hybrid,N/A,"Strategic and operational partner to EMEA leadership at Twilio. Hybrid role in Soho Square, London.",https://boards.greenhouse.io/twilio/jobs/3786401,Verified,Greenhouse
REPEAT,83,"BD in payments/fintech matches commercial background. 5+ years required aligns (35/40 skills, 28/35 industry, 20/25 experience).",Binance,Business Development - Payment,Crypto/Payments,London,N/A,Hybrid,N/A,"5+ years payments/fintech experience. Identify and onboard key merchants, PSPs, and strategic partners.",https://jobs.lever.co/binance/722d8df0-09d5-47c5-b7d8-db9df02dfd8b,Verified,Lever
REPEAT,82,"Phil's VC background directly relevant. Zero-to-one build at angel network matches startup banking. Small team = high impact (38/40 skills, 28/35 industry, 16/25 experience).",CVX Ventures,Chief of Staff,Venture Capital,London,N/A,Hybrid,N/A,Lead CVX Ventures through next expansion phase. Build Europe's largest angel investor network.,https://job-boards.greenhouse.io/cvx/jobs/6690261003,Verified,Greenhouse
REPEAT,82,"Operational Director/CoS at fintech trading platform. Director-level matches VP seniority (36/40 skills, 35/35 industry, 11/25 experience).",Capital.com,Operational Director / Chief of Staff,Fintech/Trading,London,N/A,Hybrid,N/A,Strategic and operational partner to CIO/CISO. Translate goals into clear execution plans.,https://jobs.lever.co/capital/a9d8380f-d02b-4e38-aa3a-fa895b94d125,Verified,Lever
REPEAT,82,"Insurtech/fintech platform CoS. High-trust role directly with CEO (34/40 skills, 28/35 industry, 20/25 experience).",Bjak,Chief of Staff - UK,Insurtech/Fintech,London,N/A,Hybrid,N/A,"High-trust, high-leverage role working directly with CEO to drive alignment and execution.",https://jobs.ashbyhq.com/bjakcareer/0fda5dff-ed04-4e75-a6bc-939535751cf8,Verified,Ashby
REPEAT,81,"Payments fintech partnerships. UK & FR scope manageable (35/40 skills, 32/35 industry, 14/25 experience).",Mollie,Technology Partnerships Acquisition Manager - UK & FR,Fintech/Payments,London,N/A,Hybrid,N/A,"Acquire and develop technology partnerships at Mollie, one of Europe's fastest-growing PSPs.",https://jobs.ashbyhq.com/mollie/0141f0ed-59a1-4b32-b985-3c42fa6b64ac,Verified,Ashby
REPEAT,80,"CEO-reporting CoS matches operator profile. DC hybrid location strong fit. AI/disinformation sector growing (32/40 skills, 22/35 industry, 25/25 experience).",Alethea,Chief of Staff,AI/Disinformation,Washington DC,N/A,Hybrid,N/A,Individual contributor CoS collaborating with CEO and COO. Hybrid 3 days/week in DC or NYC office.,https://boards.greenhouse.io/alethea/jobs/5050878004,Verified,Greenhouse
REPEAT,80,"Senior partnerships leader for EMEA. Director-level matches VP seniority (38/40 skills, 20/35 industry, 22/25 experience).",Pattern,Director of Partnerships - EMEA,E-commerce Tech,London,N/A,Hybrid,N/A,Senior partnerships leader for EMEA. Lead strategy and execution for partnerships to accelerate presence.,https://jobs.lever.co/pattern/fc621c26-c2ef-40bf-9fb4-3fee3d341436,Verified,Lever
REPEAT,80,"GTM-focused CoS at well-funded startup matches zero-to-one execution background (34/40 skills, 22/35 industry, 24/25 experience).",Omnea,Interim Chief of Staff - GTM,SaaS/Procurement,London,N/A,Hybrid,N/A,"Interim Chief of Staff, GTM. Drive go-to-market strategy and execution.",https://jobs.ashbyhq.com/omnea/a81f0554-841c-45f2-8142-ddddab228793,Verified,Ashby
NEW,78,"CoS Product at leading neobank. Product strategy focus with massive scope. Fintech sector perfect (26/40 skills, 35/35 industry, 17/25 experience).",Monzo,"Chief of Staff, Product",Fintech/Banking,London,N/A,Hybrid,N/A,"Chief of Staff, Product at Monzo. Lead product strategy with massive scope at the UK's leading digital bank.",https://boards.greenhouse.io/monzo/jobs/4589197,Verified,Greenhouse
NEW,78,"CoS to CEO at legaltech matches operator profile. £110-160K excellent comp. AI-first company is modern (36/40 skills, 20/35 industry, 22/25 experience).",Lawhive,Chief of Staff to the CEO,LegalTech/AI,London,N/A,Hybrid,"£110,000-£160,000 + share options","CEO's core partner ensuring organisation runs with clarity, discipline and focus. AI operating system reinventing legal industry. 3 days/week on-site.",https://jobs.ashbyhq.com/lawhive/d579d249-abef-4972-8c6c-63be5af18b34,Verified,Ashby
NEW,78,"VC partnerships matches Phil's VC background. Founding EMEA role. Security/compliance SaaS growing (36/40 skills, 22/35 industry, 20/25 experience).",Vanta,Strategic Venture Capital Partnerships Manager,Security/Compliance SaaS,London,N/A,Hybrid,N/A,Founding member of Vanta's Venture & Startup Partnerships team in EMEA. Build and scale presence across London startup and VC ecosystem.,https://jobs.ashbyhq.com/vanta/4e32f84c-84c5-45a6-a8b5-2b3f71235286,Verified,Ashby
REPEAT,76,"Director BD matches VP seniority. Defense tech partially aligns. Air Dominance division is high-profile. UK pension plan (36/40 skills, 18/35 industry, 22/25 experience).",Anduril Industries,"Director, Business Development - Mission Autonomy",Defense Tech,London,N/A,Hybrid,N/A,"Director BD within Air Dominance and Strike division. Identify, shape, capture, and grow new opportunities. UK & IE pension plan included.",https://job-boards.greenhouse.io/andurilindustries/jobs/5056776007,Verified,Greenhouse
NEW,76,"BD at homebuying fintech. Financial services sector partially aligns. Regional scope manageable (32/40 skills, 28/35 industry, 16/25 experience).",Gen H,Business Development Manager (London & South East),Fintech/Mortgage,London,N/A,Hybrid,N/A,"BD Manager at Gen H, rebuilding the homebuying process. Focused on London and South East region.",https://boards.greenhouse.io/generationhome/jobs/4279993101,Verified,Greenhouse
REPEAT,76,"CoS operator skills transfer to product context. Fintech sector fully aligns (24/40 skills, 35/35 industry, 17/25 experience).",Monzo,Chief of Staff to the Chief Product Officer,Fintech/Banking,London,N/A,Hybrid,N/A,Report directly to CPO. Massive scope role leading product strategy for Monzo.,https://job-boards.greenhouse.io/monzo/jobs/5910266,Verified,Greenhouse
NEW,76,"News partnerships at OpenAI. AI sector strong. EMEA scope. Partnership management matches but news-specific (30/40 skills, 28/35 industry, 18/25 experience).",OpenAI,"Partner Manager, News - EMEA",AI/Technology,London,N/A,Hybrid,N/A,Build and nurture relationships with news publishing partners through 1:1 interactions and industry programs.,https://jobs.ashbyhq.com/openai/77a2ec4a-10ee-4c7e-b05f-881348b9b41f,Verified,Ashby
REPEAT,75,"Excellent fintech sector fit but CTO-facing role requires deeper technical background (20/40 skills, 35/35 industry, 20/25 experience).",Monzo,Chief of Staff - CTO,Fintech/Banking,London,N/A,Hybrid,N/A,"CoS to CTO working with leaders across engineering, data, and security (~700 people).",https://job-boards.greenhouse.io/monzo/jobs/7019979,Verified,Greenhouse
NEW,74,"Defense/autonomy BD at Applied Intuition. DC location strong. Defense tech partially aligned (34/40 skills, 20/35 industry, 20/25 experience).",Applied Intuition,Business Development Growth Lead - Ground/Air Mission Autonomy,Defense/Autonomy Tech,Washington DC,N/A,Hybrid,N/A,BD Growth Lead for Ground/Air Mission Autonomy. Driving growth in defense and autonomous systems.,https://boards.greenhouse.io/appliedintuition/jobs/6547513002,Verified,Greenhouse
REPEAT,74,"Partnership development skills transfer. Energy tech less aligned but financial services partnerships relevant (30/40 skills, 20/35 industry, 24/25 experience).",Octopus Energy,Partnerships Manager,Energy Tech,London,N/A,Hybrid,N/A,Face and voice of Octopus Electric Vehicles across financial services and employee benefits.,https://jobs.lever.co/octoenergy/2ca2854d-1dfa-4a02-9959-0346399d20bd,Verified,Lever
NEW,74,"VC partnerships at Deel matches Phil's VC background. HR/payroll unicorn. Remote-first (34/40 skills, 22/35 industry, 18/25 experience).",Deel,"Partnerships Manager, Venture Capital",HR Tech/Payroll,Remote-Global,N/A,Remote-Global,N/A,"Partnerships Manager in Venture Capital team at Deel, managing VC and startup ecosystem relationships.",https://jobs.ashbyhq.com/deel/90aefa1d-30b5-4b43-82c2-53348fbc64b9,Verified,Ashby
REPEAT,73,"Global remit partnerships management. Travel/mobility not fintech-aligned but strategic partnership development is direct match (35/40 skills, 15/35 industry, 23/25 experience).",Blacklane,Lead Strategic Partnerships Manager,Mobility/Travel Tech,London,N/A,Hybrid,N/A,Drive business growth with global remit. Establish and nurture key partnerships.,https://boards.greenhouse.io/blacklane/jobs/7789460002,Verified,Greenhouse
REPEAT,73,"Head of partnerships with P&L ownership. PropTech/energy sector not fintech-aligned (36/40 skills, 15/35 industry, 22/25 experience).",Goodlord,Head of Partnerships - Energy,PropTech/Energy,London,N/A,Remote-Global,N/A,Own single strategic OVO Energy partnership. Lead small team of 3 ICs.,https://jobs.ashbyhq.com/goodlord/125cc074-38d8-4d5d-ada1-03392e4ef7ac,Verified,Ashby
NEW,73,"VP of partnerships at civic tech. DC likely location. Government sector less aligned but partnerships match (36/40 skills, 15/35 industry, 22/25 experience).",CivicMarketplace,VP of Partnerships,GovTech/Civic,Washington DC,N/A,Hybrid,N/A,Build trusted relationships with associations and local government leaders. Turn opportunities into impact and revenue.,https://jobs.ashbyhq.com/civicmarketplace/1a1b5b1f-b702-4e62-927a-b6030205b371,Verified,Ashby
REPEAT,72,"CoS operator skills transfer but health tech outside fintech core (30/40 skills, 18/35 industry, 24/25 experience).",Eucalyptus,Chief of Staff (VP of Operations),Health Tech,London,N/A,Hybrid,N/A,"CoS to VP of Operations. Lead mission-critical projects, tackle complex problems.",https://job-boards.greenhouse.io/eucalyptus/jobs/4616727005,Verified,Greenhouse
REPEAT,72,"CoS operator skills transfer to nonprofit context. DC hybrid with CEO is excellent (32/40 skills, 15/35 industry, 25/25 experience).",Strada Education Foundation,Chief of Staff,Education/Nonprofit,Washington DC,N/A,Hybrid,N/A,"Trusted strategic partner to CEO. Enhance CEO effectiveness, strengthen alignment, tackle special projects.",https://jobs.lever.co/stradaeducation/6037a259-de9d-4733-a7f8-cbbb6f7d5bdd,Verified,Lever
REPEAT,72,"CoS to CRO with strategy, operations, program leadership. Martech/communications adjacent. London hub. 5-8+ years (34/40 skills, 18/35 industry, 20/25 experience).",Attentive,Chief of Staff - CRO,Martech/Communications,London,N/A,Hybrid,N/A,"CoS to CRO driving alignment, rigor, execution across Revenue org. 5-8+ years required.",https://jobs.lever.co/attentive/f470da25-9907-48a1-bb13-a300ab16ee4e,Verified,Lever
REPEAT,72,"Strategic partnerships focus matches expertise. Policy/advocacy less fintech-aligned but Arlington VA near DC (35/40 skills, 15/35 industry, 22/25 experience).",Stand Together,Strategic Partnerships Manager,Policy/Advocacy,Arlington VA,N/A,Hybrid,N/A,Strategy development and execution of coalition efforts. Leverage relationships for federal outcomes.,https://jobs.lever.co/standtogether/c3c9ed59-ce89-44a2-aedc-bad9f7226705,Verified,Lever
REPEAT,72,"Public financial management has partial alignment. BD leadership matches experience (30/40 skills, 22/35 industry, 20/25 experience).",FreeBalance,Business Development Manager,Gov Tech/Public Finance,Washington DC,N/A,In-Office,N/A,Lead BD efforts in global Public Financial Management market. 5-7 years relevant experience.,https://jobs.lever.co/freebalance.com/0793ba14-5fc0-4608-8d4f-fc950ad4cb5c,Verified,Lever
NEW,72,"Defense/maritime BD in London. Strong seniority match. Defense tech partially aligned (34/40 skills, 18/35 industry, 20/25 experience).",Saronic Technologies,Business Development - London,Defense/Maritime Tech,London,N/A,Hybrid,N/A,"Drive growth by identifying new opportunities in UK and EU. Proven experience in defense, maritime, or technology BD.",https://jobs.lever.co/saronic/1afc5730-44dd-412b-9f38-81484276b466,Verified,Lever
REPEAT,71,"CoS operator skills transfer but edtech outside fintech core (30/40 skills, 15/35 industry, 25/25 experience).",Zen Educate,Chief of Staff,EdTech,London,N/A,Hybrid,N/A,CoS at edtech startup. Zero-to-one company-building opportunity.,https://jobs.lever.co/zeneducate/957cc2f0-49d7-484b-9fad-a34ee78b64bb,Verified,Lever
NEW,71,"Banking infrastructure strategic partnerships. Fintech perfectly aligned but likely SF/NYC-based (36/40 skills, 35/35 industry, 0/25 experience - location uncertain).",Column,Strategic Partnerships Lead,Fintech/Banking Infrastructure,San Francisco,N/A,Hybrid,N/A,"Strategic Partnerships Lead at Column, a bank and software company built from the ground up for builders.",https://jobs.ashbyhq.com/column/83c71171-e327-45e2-8b58-cfe5ee16209a,Verified,Ashby
REPEAT,70,"CoS operator skills transfer. Agriculture/nonprofit sector far from fintech core (32/40 skills, 12/35 industry, 25/25 experience).",One Acre Fund,Chief of Staff to the President,Agriculture/Nonprofit,Remote-US,N/A,Remote-US,N/A,Work closely with the President. Preference for US East Coast cities including DC.,https://job-boards.greenhouse.io/oneacrefundglobal/jobs/7587830,Verified,Greenhouse
REPEAT,70,"Strategic/operational partner to CSO. Healthcare sector not fintech-aligned but DC location strong (32/40 skills, 16/35 industry, 22/25 experience).",Aledade,"Chief of Staff, Strategy",Healthcare/Value-Based Care,Washington DC,N/A,Hybrid,N/A,Strategic and operational partner to Chief Strategy Officer. 10+ years professional experience required.,https://jobs.lever.co/aledade/2cf2e14f-9f7d-483a-a80f-55dccd959389,Verified,Lever
REPEAT,70,"Partnership development skills transfer. Sports tech not aligned with fintech core (30/40 skills, 15/35 industry, 25/25 experience).",Runna,Partnerships Lead - UK,Sports Tech,London,N/A,Hybrid,N/A,"Lead UK partnerships for Runna, #1 training platform for runners. Acquired by Strava.",https://jobs.ashbyhq.com/runna/30ace097-9621-40cd-904d-59fe6359d50b,Verified,Ashby
