Status,Score,Score_Rationale,Company,Job_Title,Sector,Location,Language_Requirement,Work_Arrangement,Salary_USD,Job_Summary,URL,URL_Status,Found_On
NEW,84,"Strategic Operations at Dust, a French AI company. Leads mission-critical efforts and executes on strategic initiatives. Strong strategy-ops match. [Sector adj: +5]",Dust,Strategic Operations,AI / ML,Remote (Europe),N/A,Remote-Global,N/A,"Lead mission-critical efforts and execute on strategic initiatives at Dust, an AI company building tools for teams.",https://jobs.ashbyhq.com/dust/546a99df-1a1a-47b0-a1d5-6d3c6858addf,API-verified,"Ashby, API-verified"
NEW,83,"GitLab Senior Director, Strategy & Ops - Legal & Corporate Affairs. One of the world's largest all-remote companies. Explicitly global remote, director+ level.",GitLab,"Senior Director, Strategy & Operations - Legal & Corporate Affairs",Technology / DevOps,Remote (Global),N/A,Remote-Global,N/A,"Lead strategy and operations for Legal & Corporate Affairs at GitLab, one of the world's largest all-remote companies. Explicitly open to global candidates.",https://boards.greenhouse.io/gitlab/jobs/7311864002,Not Checked,Greenhouse
REPEAT,83,"Chief of Staff at Formance, a fintech startup. Full remote in France/Europe. 6-month maternity cover contract limits appeal but strong role match. [Sector adj: +5]",Formance,Chief of Staff (6-month fixed-term contract),Fintech / Open Source,Remote (France/Europe),N/A,Remote-Global,N/A,"Maternity leave cover spanning strategy, operations, finance, and governance at Formance, an open-source fintech.",https://jobs.ashbyhq.com/formance/2cdde399-3119-4724-8055-88bda00f98ca,API-verified,"Ashby, API-verified"
NEW,83,Invisible Technologies Director of Operations. Ability to work remotely and manage distributed teams. Operations leadership at scale. [Sector adj: +5],Invisible Technologies,Director of Operations,AI / Operations,Remote (Global),N/A,Remote-Global,N/A,"Lead operations at Invisible Technologies, managing distributed remote teams at scale.",https://app.welcometothejungle.com/jobs/_sIt5Khx,Not Checked,WTTJ
NEW,83,"Wise Director of Business Operations. London or Tallinn, leading orchestration across Payment Ops, KYC, FinCrime, and Customer Support for Europe & UK. Strong fintech fit. [Sector adj: +5]",Wise,Director of Business Operations,Fintech / Payments,London or Tallinn,N/A,Remote-Global,N/A,"Lead orchestration of operations across Payment Operations, KYC, FinCrime, and Customer Support for Europe & UK at Wise.",https://app.welcometothejungle.com/jobs/4XRzJMtv,Not Checked,WTTJ
NEW,83,Strategic Project Manager at refurbed. Remote work from Vienna office or home. European company focused on refurbished electronics. [Sector adj: +5],refurbed,Strategic Project Manager,E-commerce / Sustainability,Remote (Europe / Vienna),N/A,Remote-Global,N/A,"Drive strategic initiatives and new product launches at refurbed, a European company promoting sustainable consumption of electronics.",https://app.welcometothejungle.com/jobs/d4qLjTXZ,Not Checked,WTTJ
NEW,83,Chief of Staff Director at Affirm. Remote-first workforce where you can set up shop anywhere in your home country. [Sector adj: +5],Affirm,Chief of Staff Director,Fintech,Remote-first (Global by country),N/A,Remote-Global,N/A,"Chief of Staff at director level at Affirm, a remote-first fintech company. Work from anywhere in your home country.",https://app.welcometothejungle.com/jobs/SQWfV19k,Not Checked,WTTJ
NEW,83,Substack — Direct role match. Location: Berlin. API-verified live posting.,Substack,"Head of Partnerships, DACH",Media / Publishing,Berlin,N/A,Remote-Global,N/A,"API-verified live posting at Substack. Head of Partnerships, DACH role located in Berlin.",https://jobs.ashbyhq.com/substack/7c004eeb-83c1-4366-9e10-beeac9366c94,API-verified,"Ashby, API-verified"
REPEAT,82,"Head of Partnerships at Omnipresent, a global employment company. Fully remote distributed team. Strong partnerships match.",Omnipresent,Head of Partnerships,HR Tech / Global Employment,Remote (Global),N/A,Remote-Global,N/A,"Lead partnerships at Omnipresent, a fully remote team offering global employment solutions.",https://app.welcometothejungle.com/jobs/hDHcVtr8,Not Checked,WTTJ
NEW,82,"Chief of Staff at The Flex, a remote-first company. Strategic partner, operator, and execution engine role — not a support role, it's a company-building position. Strong CoS match.",The Flex,Chief of Staff,Technology,Remote (Global),N/A,Remote-Global,N/A,"Serve as the Founder & CEO's right hand — acting as a strategic partner, operator, and execution engine. This is a company-building position at a remote-first company.",https://jobs.ashbyhq.com/The-Flex/584632ea-c04b-42c3-937f-01fe7cfc7c2b,Not Checked,Ashby
NEW,82,"Strategic Project Manager at Qonto, a European fintech. Drive cross-team strategic initiatives from conception to implementation. [Sector adj: +5]",Qonto,Strategic Project Manager,Fintech / Banking,Remote (Europe),N/A,Remote-Global,N/A,"Drive cross-team strategic initiatives from conception to implementation at Qonto, a European digital finance company.",https://app.welcometothejungle.com/jobs/vsBDV-Mb,Not Checked,WTTJ
NEW,82,Head of Operations at VC Lab (Decile Group). Remote role in the VC ecosystem — strong alignment with Joey's VC/PE background. Leads day-to-day operations with ability to optimize and scale. [Industry: +5 for VC fit],VC Lab,Head of Operations,Venture Capital / VC Accelerator,Remote,N/A,Remote-Global,N/A,"Lead day-to-day operations at VC Lab, a venture capital accelerator. Exceptional execution skills with ability to optimize and scale operational processes.",https://jobs.lever.co/decilegroup/b1e6ca01-fcf0-486c-b0c3-d2f071a7f0a6,Not Checked,Lever
NEW,82,VP/Global Head of Partnerships at Nasdaq Financial Technology. VP-level role leading global partnership strategy. Strong seniority + partnerships fit. Fintech sector bonus. [Sector adj: +5],Nasdaq,Global Head of Partnerships and Strategic Alliances,Fintech / Financial Services,Remote (Global),N/A,Remote-Global,N/A,"Lead global partnership strategy for Nasdaq's Financial Technology Division as VP, Global Head of Partnerships and Strategic Alliances.",https://nasdaq.wd1.myworkdayjobs.com/Global_External_Site/job/VP-of-Partnerships_R0022573,Not Checked,Workday
NEW,82,"Head of Strategic Partnerships at Decagon, an AI company. Building partnerships for AI-powered customer support. Strong AI sector + partnerships fit. [Sector adj: +5]",Decagon,Head of Strategic Partnerships,AI / Customer Support,Remote,N/A,Remote-Global,N/A,"Lead strategic partnerships at Decagon, an AI-powered customer support platform. Build and manage key enterprise relationships.",https://jobs.ashbyhq.com/decagon/0071b805-983e-4946-aa38-3017dac6ac30,Not Checked,Ashby
NEW,81,"Chief of Staff to CRO at Parloa, a Berlin-based AI company building conversational AI. European HQ with remote flexibility. Strong CoS match at AI growth-stage company. [Sector adj: +5]",Parloa,Chief of Staff to the CRO,AI / Conversational AI,Remote (Berlin / Europe),N/A,Remote-Global,N/A,"Chief of Staff to the CRO at Parloa, a Berlin-based AI company building next-generation conversational AI platforms for enterprise customers.",https://app.welcometothejungle.com/jobs/YqFcFhhS,Not Checked,WTTJ
NEW,81,"Chief of Staff, Founder's Office at The Flex. Remote company-building position. Blends strategy, leadership, and action. Helps shape priorities as The Flex scales globally.",The Flex,Chief of Staff – Founder's Office,Technology,Remote (Global),N/A,Remote-Global,N/A,"Company-building position blending strategy, leadership, and action. Help shape priorities and ensure the organization moves in sync as The Flex scales globally.",https://jobs.ashbyhq.com/The-Flex/8a60fd2c-73fb-4cad-ba5a-587bb09c63a9,Not Checked,Ashby
NEW,81,"Director, Strategy & Ops (JiHu) at GitLab. 100% remote, APAC-focused. GitLab is one of the world's largest all-remote companies. Second GitLab role found — different division.",GitLab,"Director, Strategy and Operations - JiHu",Technology / DevOps,Remote (APAC - 100% remote),N/A,Remote-Global,N/A,"Director of Strategy and Operations for JiHu (GitLab's APAC entity). 100% remote, based in APAC. Part of one of the world's largest all-remote companies.",https://boards.greenhouse.io/gitlab/jobs/5551398002,Not Checked,Greenhouse
NEW,80,"Head of Operations at The Shamaazi Project, a remote-first social impact startup. Dynamic culture with flexible work. Operations leadership with startup mindset.",The Shamaazi Project,Head of Operations,Social Impact / Tech,Remote (Global - remote-first),N/A,Remote-Global,N/A,"Lead operations at Shamaazi, a remote-first social impact startup focused on making work work for you.",https://app.welcometothejungle.com/jobs/j5PydvjR,Not Checked,WTTJ
REPEAT,80,Cleo AI Director/Head of Partnerships. Remote from hiring locations. AI fintech focused on financial wellness. [Sector adj: +10],Cleo AI,Director/Head of Partnerships,Fintech / AI,"Remote (from hiring locations, London office optional)",N/A,Remote-Global,N/A,"Lead partnerships at Cleo AI, a fintech company focused on financial wellness.",https://app.welcometothejungle.com/jobs/sOx0iVww,Not Checked,WTTJ
NEW,80,"Chief of Staff (Global) at TrustYou, a 100% remote-first company. Coordinates with top management across global operations. Strong CoS match with global scope.",TrustYou,Chief of Staff (Global) / Head of HR,Technology / Hospitality Tech,Remote (Global - 100% remote-first),N/A,Remote-Global,N/A,Chief of Staff role coordinating with top management to further TrustYou's success. 100% remote-first company with global distributed team.,https://jobs.lever.co/trustyou/64756d56-08de-4ac3-9c7b-542218ce8dcd,Not Checked,Lever
NEW,80,Head of Strategic Projects at Handshake. Owns an AI delivery pod that operates like a mini business. Career network for the AI economy serving 20M+ workers. Strong strategic projects match. [Sector adj: +5],Handshake,Head of Strategic Projects,AI / Career Tech,Remote,N/A,Remote-Global,N/A,"Own an AI delivery pod at Handshake, the career network for the AI economy. Operates like a mini business inside Handshake AI.",https://jobs.ashbyhq.com/handshake/47a66630-a6af-4c37-8826-e27912b8b2f8,Not Checked,Ashby
NEW,79,Director of Partnerships at Secureframe. Remote-first company. Identifying and growing strategic partnerships.,Secureframe,Director of Partnerships,Cybersecurity / Compliance,Remote (Remote-first),N/A,Remote-Global,N/A,"Identify and grow strategic partnerships, manage co-development efforts, and ensure mutual success at Secureframe, a remote-first compliance platform.",https://jobs.lever.co/secureframe/89f79a98-cc12-4f57-bc5f-55607c5e8e44,Not Checked,Lever
NEW,79,"Director of BizOps, Strategy & Operations at PolicyMe. Remote-first. Owns relationships with key insurance and distribution partners, drives strategic projects.",PolicyMe,"Director of BizOps, Strategy & Operations",Insurtech,"Remote (Canada, remote-first)",N/A,Remote-Global,N/A,"Strategic and execution-driven Director role owning key partner relationships, driving partner-linked strategic projects, and contributing to internal operating model development.",https://jobs.lever.co/policyme/74d5d627-9e9f-43c5-afc1-3e26de488ec3,Not Checked,Lever
REPEAT,79,Findem Chief of Staff at remote-first AI company. Office-free onboarding and flexible practices suggest global eligibility. [Sector adj: +5],Findem,Chief of Staff,AI / HR Tech,Remote-first (Global),N/A,Remote-Global,N/A,"Dynamic Chief of Staff serving as CEO's strategic right hand, driving execution, alignment, and scale.",https://app.welcometothejungle.com/jobs/mGUwqlPc,Not Checked,WTTJ
NEW,79,"Director of Partnerships at ZOE. Remote-first: work from home, London office, or anywhere within the EU. Personalized nutrition company with strong growth. Partnerships role fits well.",ZOE,Director of Partnerships,Health Tech / Nutrition,Remote (EU / London),N/A,Remote-Global,N/A,"Lead partnerships at ZOE, a personalized nutrition company. Remote-first: work flexibly from home, London office, or anywhere within the EU.",https://jobs.lever.co/joinzoe/29cf7962-8760-4a0e-be63-3c0c49a0161d,Not Checked,Lever
NEW,79,"Strategic Program Director at Outreach. Highly analytical, execution-oriented leader in the Office of the CEO. Turns enterprise strategy into measurable outcomes. Strong strategy-ops match.",Outreach,Strategic Program Director,SaaS / Sales Engagement,Remote,N/A,Remote-Global,N/A,"Core member of the Office of the CEO, turning enterprise strategy into measurable business outcomes at Outreach, a leading sales engagement platform.",https://jobs.lever.co/outreach/69936607-95d3-473d-9868-56ce71faeaec,Not Checked,Lever
NEW,78,"Director of Partnerships at PolicyMe. Remote-first, Toronto-based startup. Take ownership of external partner relationships.",PolicyMe,Director of Partnerships,Insurtech,"Remote (Canada, remote-first)",N/A,Remote-Global,N/A,"Take ownership of external partner relationships at PolicyMe, a remote-first Toronto-based insurance startup.",https://jobs.lever.co/policyme/cf5199e8-4ca6-41d6-8d31-48cb8cf3cca6,Not Checked,Lever
NEW,78,Revenue Strategy & Operations Manager at 360Learning. International team of 10 professionals. B2B SaaS environment.,360Learning,Revenue Strategy & Operations Manager,EdTech / SaaS,Remote (International),N/A,Remote-Global,N/A,"Join an international Strategy & Operations team of 10 professionals at 360Learning, a B2B SaaS company in collaborative learning.",https://jobs.lever.co/360learning/a75bf78f-b20c-42fd-8546-3f45479cf520,API-verified,"Lever, API-verified"
NEW,78,"Head of Digital Partnerships at Visa (Europe). Managing strategic digital relationships with major commerce ecosystems in Europe. Strong partnerships fit, large enterprise but global brand.",Visa,Head of Digital Partnerships (Europe),Fintech / Payments,Remote (Europe),N/A,Remote-Global,N/A,Manage Visa's strategic digital relationships and programs with major commerce ecosystems in the Europe region.,https://app.welcometothejungle.com/jobs/T0Uzd1l5,Not Checked,WTTJ
NEW,77,Director of Partnerships at Modus Create. Shaping global technology partnerships that drive measurable outcomes. Deep expertise in alliance development.,Modus Create,Director of Partnerships,Technology / Consulting,Remote (Global),N/A,Remote-Global,N/A,"Shape how the company builds, scales, and manages global technology partnerships. Deep expertise in alliance development and partner-sourced revenue growth.",https://app.welcometothejungle.com/jobs/CgDQjpsd,Not Checked,WTTJ
NEW,77,"Senior Partnership Manager at Remote.com — explicitly 'Anywhere in the World'. Build partnerships across VC, PE, banking, and accelerator ecosystem globally. Joey's VC/PE background is highly relevant.",Remote.com,Senior Partnership Manager,HR Tech / Global Employment,Remote (Anywhere in the World),N/A,Remote-Global,N/A,"Identify, prospect, negotiate, develop and manage Remote's key partnerships across the VC, PE, banking, and accelerator ecosystem globally.",https://app.welcometothejungle.com/jobs/BRcZEfPu,Not Checked,WTTJ
NEW,77,Director of Strategy & Operations at CaptivateIQ. Reports to SVP of Customer Experience. Shapes and executes CX strategy. SaaS company.,CaptivateIQ,Director of Strategy and Operations,SaaS / Incentive Compensation,Remote,N/A,Remote-Global,N/A,"Reports to the SVP of Customer Experience, shaping and executing customer experience strategy at CaptivateIQ, an incentive compensation platform.",https://app.welcometothejungle.com/jobs/wnkA4t93,Not Checked,WTTJ
REPEAT,76,"Director, Partnerships EU at TaskRabbit. Remote-first company with EU focus. Joey's European location is an asset.",TaskRabbit,"Director, Partnerships EU",Marketplace / Gig Economy,Remote (Europe),N/A,Remote-Global,N/A,"Lead European partnerships at TaskRabbit, a remote-first company.",https://boards.greenhouse.io/taskrabbit/jobs/5072243,Not Checked,Greenhouse
NEW,76,"Head of Partnerships, Nordics at Substack. Europe-based, building regional partnerships for the publishing platform.",Substack,"Head of Partnerships, Nordics",Media / Publishing,Remote (Nordics/Europe),N/A,Remote-Global,N/A,"Lead partnerships across the Nordic region for Substack, the publishing and newsletter platform.",https://jobs.ashbyhq.com/substack/786d3caa-cafe-4382-89ca-8437b1bd434d,Not Checked,Ashby
NEW,76,Recharge Director of Strategy & Operations. Spearhead strategic initiatives for operational efficiency. E-commerce SaaS.,Recharge,Director of Strategy & Operations,E-commerce / SaaS,Remote,N/A,Remote-Global,N/A,"Spearhead the development and implementation of strategic initiatives aimed at enhancing operational efficiency at Recharge, an e-commerce subscription platform.",https://app.welcometothejungle.com/jobs/MBOfre8L,Not Checked,WTTJ
NEW,76,"Strategic Operations Lead at Owner. Remote-first, global company. First hire on the strategic operations team alongside COO and Chief of Staff.",Owner,Strategic Operations Lead,Restaurant Tech / SaaS,Remote (Global),N/A,Remote-Global,N/A,"First hire on the strategic operations team at Owner, a remote-first global company. Work alongside the COO and Chief of Staff.",https://jobs.lever.co/owner/b8ac203f-6e2b-4745-83b3-0832192c8ccd,Not Checked,Lever
REPEAT,75,"Chief of Staff at Founder Coach, London UK with remote flexibility. VC fund partnerships.",Founder Coach,Chief of Staff,Executive Coaching / VC Ecosystem,"Remote (London, UK)",N/A,Remote-Global,N/A,Scale a private coaching community for high-growth CEOs with partnerships with top VC funds globally.,https://app.welcometothejungle.com/jobs/emRhNEFj,Not Checked,WTTJ
REPEAT,75,"Head of Partnerships at Nithio, climate/energy finance startup. Remote from Kenya, Nigeria, NA, or UK.",Nithio,Head of Partnerships,Climate / Energy Finance,"Remote (Kenya, Nigeria, North America, or UK)",N/A,Remote-Global,N/A,"Lead partnerships at Nithio, an energy finance platform. Remote from multiple global locations.",https://jobs.lever.co/Nithio/aaaa34d2-1409-4d9b-8d7e-c3ac30c285ed,Not Checked,Lever
NEW,75,Program Director at First Round Capital. VC fund operational leadership. Strong fit for Joey's VC ecosystem experience.,First Round Capital,Program Director,Venture Capital,Remote,N/A,Remote-Global,N/A,"Program Director role at First Round Capital, one of the top seed-stage VC firms. Operational leadership for portfolio programs.",https://jobs.ashbyhq.com/firstround/fffc6508-42c8-42ab-aa30-5f962b132a4c,Not Checked,Ashby
NEW,75,"Head of Partnerships at CarTrawler. Leading success of newly signed strategic partnership and managing high-value relationships. Travel tech, European company.",CarTrawler,Head of Partnerships,Travel Tech,Remote (Europe),N/A,Remote-Global,N/A,"Lead the success of strategic partnerships and manage high-value relationships at CarTrawler, a travel technology company.",https://app.welcometothejungle.com/jobs/bTUwj5WN,Not Checked,WTTJ
NEW,74,Chief of Staff (Operations) at 32Co. UK dental AI company. Owns strategic initiatives and helps business scale. [Sector adj: -5],32Co,Chief of Staff (Operations),Health Tech / AI,Remote (UK/Europe),N/A,Remote-Global,N/A,"Chief of Staff focused on operations at 32Co, a dental AI company. Owns strategic initiatives and helps the business scale.",https://jobs.lever.co/32Co/5bdbe964-55df-452c-a9af-66f6b27aeeeb,Not Checked,Lever
NEW,74,Head of Partnership Development at GRID. Experience building and leading teams in remote/hybrid environments. European company.,GRID,Head of Partnership Development,Data / Analytics,Remote (Europe),N/A,Remote-Global,N/A,"Manage the Partnership Development team, achieving the strategy, goals, and KPIs at GRID, a data analytics company.",https://app.welcometothejungle.com/jobs/3ivkLtTl,Not Checked,WTTJ
NEW,74,Apollo.io — Strong strategy/ops match. API-verified live posting.,Apollo.io,GTM Strategy & Operations Manager - Analytics & Intelligence,SaaS / Sales Tech,"Remote, Canada",N/A,Remote-Global,N/A,"API-verified live posting at Apollo.io. GTM Strategy & Operations Manager - Analytics & Intelligence role located in Remote, Canada.",https://job-boards.greenhouse.io/apolloio/jobs/5762734004,API-verified,"Greenhouse, API-verified"
NEW,74,"Partnerships Manager/Director at intent.ly. Driving growth strategy across Latin American, Spanish, and Italian markets. Joey's LATAM experience is relevant. Remote European company.",intent.ly,Partnerships Manager/Director,AdTech / E-commerce,Remote (LATAM / Southern Europe),Spanish preferred,Remote-Global,N/A,"Drive growth strategy across Latin American, Spanish, and Italian markets at intent.ly, an e-commerce technology company.",https://app.welcometothejungle.com/jobs/FPSJuNjx,Not Checked,WTTJ
REPEAT,72,"Senior Partnerships Manager at Remote.com, explicitly 'Anywhere in the World'. Senior manager level, slightly below target seniority.",Remote.com,"Senior Partnerships Manager, Platform",HR Tech / Global Employment,Remote (Anywhere in the World),N/A,Remote-Global,N/A,"Build and manage platform partnerships at Remote, a global employment company. Available anywhere in the world.",https://boards.greenhouse.io/remotecom/jobs/4601317003,Not Checked,Greenhouse
NEW,71,Director of Partnerships at Humata Health. Strategic leadership building healthcare partnerships. Remote or Orlando. Healthcare sector penalty applied. [Sector adj: -10],Humata Health,Director of Partnerships,Health Tech,Remote or Orlando,N/A,Remote-Global,N/A,Strategic leadership role building healthcare partnerships at Humata Health. Remote or Orlando-based opportunity.,https://jobs.ashbyhq.com/humatahealth/4ca4ab04-8e5f-4f86-bb97-13af69476cb2,Not Checked,Ashby
REPEAT,69,Trust Wallet — Relevant BD/partnerships match. Sector adj: -15. API-verified live posting.,Trust Wallet,Head of Business Development ,Crypto / Web3 / Fintech,Remote - Global,N/A,Remote-Global,N/A,API-verified live posting at Trust Wallet. Head of Business Development  role located in Remote - Global.,https://jobs.ashbyhq.com/trust-wallet/74105af8-da2c-4a4c-a8a6-8ea8a04381fc,API-verified,"Ashby, API-verified"
NEW,65,"Stargate Foundation — Direct role match. Location: London, UK. Sector adj: -15. API-verified live posting.",Stargate Foundation,Head of Partnerships,Crypto / DeFi,"London, UK",N/A,Remote-Global,N/A,"API-verified live posting at Stargate Foundation. Head of Partnerships role located in London, UK.",https://jobs.ashbyhq.com/stargate-foundation/88ab7c8e-f486-4004-bd33-de8237ab3d3c,API-verified,"Ashby, API-verified"
NEW,65,"Apollo.io — Relevant BD/partnerships match. Location: Hybrid, London. API-verified live posting.",Apollo.io,"Go-To-Market Engineer (Success Architect), Managed (EMEA)",SaaS / Sales Tech,"Hybrid, London",N/A,Remote-Global,N/A,"API-verified live posting at Apollo.io. Go-To-Market Engineer (Success Architect), Managed (EMEA) role located in Hybrid, London.",https://job-boards.greenhouse.io/apolloio/jobs/5778029004,API-verified,"Greenhouse, API-verified"
NEW,65,"Apollo.io — Relevant BD/partnerships match. Location: Hybrid, London. API-verified live posting.",Apollo.io,"Go-To-Market Engineer (Success Architect), Named (EMEA)",SaaS / Sales Tech,"Hybrid, London",N/A,Remote-Global,N/A,"API-verified live posting at Apollo.io. Go-To-Market Engineer (Success Architect), Named (EMEA) role located in Hybrid, London.",https://job-boards.greenhouse.io/apolloio/jobs/5781064004,API-verified,"Greenhouse, API-verified"
