Company,Job_Title,URL,Outcome,HTTP_Code,Effective_URL,Notes
Ecosia,US Country Development and Marketing Manager (based in US - remote) at Ecosia,https://jobs.ashbyhq.com/ecosia.org/68a27d80-1ccb-4b6c-8212-815cb33fb31d,js_shell,200,https://jobs.ashbyhq.com/ecosia.org/68a27d80-1ccb-4b6c-8212-815cb33fb31d,Ashby SPA — JD content rendered client-side; not retrievable via static HTTP
Equip Health,Strategic Operations Director at Equip Health,https://jobs.ashbyhq.com/equip/4c2d724d-cfc6-49c7-920f-ea5fcd8b61a0,js_shell,200,https://jobs.ashbyhq.com/equip/4c2d724d-cfc6-49c7-920f-ea5fcd8b61a0,Ashby SPA — JD content rendered client-side; not retrievable via static HTTP
Exa,Chief of Staff at Exa,https://jobs.ashbyhq.com/exa/9117a53a-799b-4c05-8179-42baf0f80cfc,js_shell,200,https://jobs.ashbyhq.com/exa/9117a53a-799b-4c05-8179-42baf0f80cfc,Ashby SPA — JD content rendered client-side; not retrievable via static HTTP
Fern,Chief of Staff to the CEO at Fern,https://jobs.ashbyhq.com/fern/d423aba5-28de-4d11-8d99-2699e6e97e83,js_shell,200,https://jobs.ashbyhq.com/fern/d423aba5-28de-4d11-8d99-2699e6e97e83,Ashby SPA — JD content rendered client-side; not retrievable via static HTTP
Formance,Chief of Staff (Maternity leave cover) at Formance,https://jobs.ashbyhq.com/formance/2cdde399-3119-4724-8055-88bda00f98ca,js_shell,200,https://jobs.ashbyhq.com/formance/2cdde399-3119-4724-8055-88bda00f98ca,Ashby SPA — JD content rendered client-side; not retrievable via static HTTP
GameChanger,"Director, Strategic Operations at GameChanger",https://jobs.ashbyhq.com/gamechanger/fe44d153-c4af-44a2-a0c6-76407fea6d82,js_shell,200,https://jobs.ashbyhq.com/gamechanger/fe44d153-c4af-44a2-a0c6-76407fea6d82,Ashby SPA — JD content rendered client-side; not retrievable via static HTTP
Jerry,"VP, Strategic Partnerships at Jerry",https://jobs.ashbyhq.com/jerry/bff33938-bf92-4ce0-92af-e8542a36ff1b,js_shell,200,https://jobs.ashbyhq.com/jerry/bff33938-bf92-4ce0-92af-e8542a36ff1b,Ashby SPA — JD content rendered client-side; not retrievable via static HTTP
Katapult Labs,Chief of Staff at Katapult Labs,https://jobs.ashbyhq.com/katapult-labs/453d19a2-ddd5-4396-9743-86fb2b3f28a9,js_shell,200,https://jobs.ashbyhq.com/katapult-labs/453d19a2-ddd5-4396-9743-86fb2b3f28a9,Ashby SPA — JD content rendered client-side; not retrievable via static HTTP
KAYAK Software Corporation,"France Country Manager, K4B at KAYAK Software Corporation",https://jobs.ashbyhq.com/KAYAK/a266514c-7196-42f5-9c4a-259c30cc9e02,js_shell,200,https://jobs.ashbyhq.com/KAYAK/a266514c-7196-42f5-9c4a-259c30cc9e02,Ashby SPA — JD content rendered client-side; not retrievable via static HTTP
KAYAK Software Corporation,"UK Country Manager, K4B at KAYAK Software Corporation",https://jobs.ashbyhq.com/KAYAK/1b0e7985-9f27-4a78-b85b-1372942e7e03,js_shell,200,https://jobs.ashbyhq.com/KAYAK/1b0e7985-9f27-4a78-b85b-1372942e7e03,Ashby SPA — JD content rendered client-side; not retrievable via static HTTP
KIMARU Talent,"Country Manager, Japan at KIMARU Talent",https://jobs.ashbyhq.com/kimarutalent/7503bf44-a2ad-447b-bd8a-93251b5879fd,js_shell,200,https://jobs.ashbyhq.com/kimarutalent/7503bf44-a2ad-447b-bd8a-93251b5879fd,Ashby SPA — JD content rendered client-side; not retrievable via static HTTP
Koah,Chief of Staff at Koah,https://jobs.ashbyhq.com/koahlabs/5eb9030b-5531-4b49-896a-31d56822ee3c,js_shell,200,https://jobs.ashbyhq.com/koahlabs/5eb9030b-5531-4b49-896a-31d56822ee3c,Ashby SPA — JD content rendered client-side; not retrievable via static HTTP
Kong,"Country Manager, India at Kong",https://jobs.ashbyhq.com/kong/b24cf9b8-cbd8-40b4-bbd2-e5cc8ee656d7,js_shell,200,https://jobs.ashbyhq.com/kong/b24cf9b8-cbd8-40b4-bbd2-e5cc8ee656d7,Ashby SPA — JD content rendered client-side; not retrievable via static HTTP
Lavendo,Strategic Partnerships & M&A Director at Lavendo,https://jobs.ashbyhq.com/lavendo/07dc5c8b-c177-4ce9-a006-234ff31a5e48,js_shell,200,https://jobs.ashbyhq.com/lavendo/07dc5c8b-c177-4ce9-a006-234ff31a5e48,Ashby SPA — JD content rendered client-side; not retrievable via static HTTP
lemon.markets,Head of Strategic Partnerships at lemon.markets,https://jobs.ashbyhq.com/lemon-markets/86420345-cb8e-4080-a2d2-c4dd67f9affc,js_shell,200,https://jobs.ashbyhq.com/lemon-markets/86420345-cb8e-4080-a2d2-c4dd67f9affc,Ashby SPA — JD content rendered client-side; not retrievable via static HTTP
LiveFlow,Chief of Staff at LiveFlow,https://jobs.ashbyhq.com/liveflow/df3eb756-fcb2-4a0a-adff-1556c28b919a,js_shell,200,https://jobs.ashbyhq.com/liveflow/df3eb756-fcb2-4a0a-adff-1556c28b919a,Ashby SPA — JD content rendered client-side; not retrievable via static HTTP
Lovable,Head of Strategic Operations at Lovable,https://jobs.ashbyhq.com/lovable/332aab7e-e07a-4088-822b-1d78a458b7c4,js_shell,200,https://jobs.ashbyhq.com/lovable/332aab7e-e07a-4088-822b-1d78a458b7c4,Ashby SPA — JD content rendered client-side; not retrievable via static HTTP
Machinify,Chief Of Staff | CTO at Machinify,https://jobs.ashbyhq.com/machinify/3e9e3ce0-2d73-493b-80c8-2d608eda99ba,js_shell,200,https://jobs.ashbyhq.com/machinify/3e9e3ce0-2d73-493b-80c8-2d608eda99ba,Ashby SPA — JD content rendered client-side; not retrievable via static HTTP
Mimica,Head of Partnerships at Mimica,https://jobs.ashbyhq.com/mimica/87425be0-a592-4ce2-9d5a-9f045cbb4d66,js_shell,200,https://jobs.ashbyhq.com/mimica/87425be0-a592-4ce2-9d5a-9f045cbb4d66,Ashby SPA — JD content rendered client-side; not retrievable via static HTTP
Monumental,"Country Manager, UK at Monumental",https://jobs.ashbyhq.com/monumental/a2cc094c-334b-45a1-80a5-39ade7ee78fb,js_shell,200,https://jobs.ashbyhq.com/monumental/a2cc094c-334b-45a1-80a5-39ade7ee78fb,Ashby SPA — JD content rendered client-side; not retrievable via static HTTP
myTomorrows,Chief of Staff at myTomorrows,https://jobs.ashbyhq.com/myTomorrows/ac040462-83a1-4de1-8e7d-dd6b00c82089,js_shell,200,https://jobs.ashbyhq.com/myTomorrows/ac040462-83a1-4de1-8e7d-dd6b00c82089,Ashby SPA — JD content rendered client-side; not retrievable via static HTTP
Netic,Chief of Staff at Netic,https://jobs.ashbyhq.com/netic/65d3af69-33a1-4867-818c-8d0bc5de99f6,js_shell,200,https://jobs.ashbyhq.com/netic/65d3af69-33a1-4867-818c-8d0bc5de99f6,Ashby SPA — JD content rendered client-side; not retrievable via static HTTP
northwoodspace,Head of Partnerships at northwoodspace,https://jobs.ashbyhq.com/northwoodspace/8e45a5fa-5005-4041-8bb0-18ba2cc250a3,js_shell,200,https://jobs.ashbyhq.com/northwoodspace/8e45a5fa-5005-4041-8bb0-18ba2cc250a3,Ashby SPA — JD content rendered client-side; not retrievable via static HTTP
OpenAI,"Head of Talent & Influencer, Brazil & LATAM at OpenAI",https://jobs.ashbyhq.com/openai/5a43b00d-b9e2-4c23-898e-d25740233c95,js_shell,200,https://jobs.ashbyhq.com/openai/5a43b00d-b9e2-4c23-898e-d25740233c95,Ashby SPA — JD content rendered client-side; not retrievable via static HTTP
OpenAI,"Director of Finance, Strategic Partnerships at OpenAI",https://jobs.ashbyhq.com/openai/95247010-7399-421d-a763-9f09e4c170d9,js_shell,200,https://jobs.ashbyhq.com/openai/95247010-7399-421d-a763-9f09e4c170d9,Ashby SPA — JD content rendered client-side; not retrievable via static HTTP
OpenAI,Head of EMEA Product Partnerships at OpenAI,https://jobs.ashbyhq.com/openai/c779c474-b4c0-4b88-a9d1-9371c5a575c8,js_shell,200,https://jobs.ashbyhq.com/openai/c779c474-b4c0-4b88-a9d1-9371c5a575c8,Ashby SPA — JD content rendered client-side; not retrievable via static HTTP
OpenAI,"Head of Operations and Strategy, GTM Finance at OpenAI",https://jobs.ashbyhq.com/openai/9abc8099-1f84-42d2-8018-f86cbc739a0f,js_shell,200,https://jobs.ashbyhq.com/openai/9abc8099-1f84-42d2-8018-f86cbc739a0f,Ashby SPA — JD content rendered client-side; not retrievable via static HTTP
Optro,Strategic Technology Partnerships Director at Optro,https://jobs.ashbyhq.com/optro/f66b8e08-41c0-4dfd-8cad-30dd70807bce,js_shell,200,https://jobs.ashbyhq.com/optro/f66b8e08-41c0-4dfd-8cad-30dd70807bce,Ashby SPA — JD content rendered client-side; not retrievable via static HTTP
Pano AI,Chief of Staff to the CEO at Pano AI,https://jobs.ashbyhq.com/pano-ai/46aa2279-be3c-4491-9427-21c3e4c79dd5,js_shell,200,https://jobs.ashbyhq.com/pano-ai/46aa2279-be3c-4491-9427-21c3e4c79dd5,Ashby SPA — JD content rendered client-side; not retrievable via static HTTP
Picogrid,Chief of Staff at Picogrid,https://jobs.ashbyhq.com/picogrid/3757a689-fbf2-4b92-b1fe-18bf10ed3a75,js_shell,200,https://jobs.ashbyhq.com/picogrid/3757a689-fbf2-4b92-b1fe-18bf10ed3a75,Ashby SPA — JD content rendered client-side; not retrievable via static HTTP
Pragmatico,Chief of Staff at Pragmatico,https://jobs.ashbyhq.com/pragmatico/49cb2fde-137a-4dc6-bcf9-2e70ffed9c0c,js_shell,200,https://jobs.ashbyhq.com/pragmatico/49cb2fde-137a-4dc6-bcf9-2e70ffed9c0c,Ashby SPA — JD content rendered client-side; not retrievable via static HTTP
Pragmatike,Engineering Manager (100% Remote EMEA) at Pragmatike,https://jobs.ashbyhq.com/pragmatike/f2c2e53f-3177-4e48-83ee-9beef7bc27e6,js_shell,200,https://jobs.ashbyhq.com/pragmatike/f2c2e53f-3177-4e48-83ee-9beef7bc27e6,Ashby SPA — JD content rendered client-side; not retrievable via static HTTP
Promptfoo,Chief of Staff / Business Operations Lead at Promptfoo,https://jobs.ashbyhq.com/promptfoo/a092c899-7a22-44b5-ad4a-0c2309b1b328,js_shell,200,https://jobs.ashbyhq.com/promptfoo/a092c899-7a22-44b5-ad4a-0c2309b1b328,Ashby SPA — JD content rendered client-side; not retrievable via static HTTP
Pylon,Customer Success Manager (EMEA Lead) at Pylon,https://jobs.ashbyhq.com/pylon-labs/96a2080d-98c9-4440-885a-fe7ea8a02a05,js_shell,200,https://jobs.ashbyhq.com/pylon-labs/96a2080d-98c9-4440-885a-fe7ea8a02a05,Ashby SPA — JD content rendered client-side; not retrievable via static HTTP
Radiant Industries,Chief of Staff (Chief Nuclear Officer / Gov Affairs) at Radiant Industries,https://jobs.ashbyhq.com/radiant-industries/e0e82ba9-a533-417c-98ff-dfaec3ae407e,js_shell,200,https://jobs.ashbyhq.com/radiant-industries/e0e82ba9-a533-417c-98ff-dfaec3ae407e,Ashby SPA — JD content rendered client-side; not retrievable via static HTTP
Renuity,"Sr. Manager, Strategic Projects at Renuity",https://jobs.ashbyhq.com/renuity/f9d74f21-6503-4845-9a5e-b7f72fded49c,js_shell,200,https://jobs.ashbyhq.com/renuity/f9d74f21-6503-4845-9a5e-b7f72fded49c,Ashby SPA — JD content rendered client-side; not retrievable via static HTTP
Replit,AI Chief of Staff at Replit,https://jobs.ashbyhq.com/replit/feb1753e-5dc4-45ab-a937-b051e64007d0,js_shell,200,https://jobs.ashbyhq.com/replit/feb1753e-5dc4-45ab-a937-b051e64007d0,Ashby SPA — JD content rendered client-side; not retrievable via static HTTP
Rescale,Chief of Staff to CEO at Rescale,https://jobs.ashbyhq.com/rescale/1598f382-54da-40fe-9946-8bac2fad8514,js_shell,200,https://jobs.ashbyhq.com/rescale/1598f382-54da-40fe-9946-8bac2fad8514,Ashby SPA — JD content rendered client-side; not retrievable via static HTTP
Right Hand Talent,Chief of Staff (General Interest) at Right Hand Talent,https://jobs.ashbyhq.com/righthandtalent/013b9856-01ab-464e-a590-2a510c3a90b5,js_shell,200,https://jobs.ashbyhq.com/righthandtalent/013b9856-01ab-464e-a590-2a510c3a90b5,Ashby SPA — JD content rendered client-side; not retrievable via static HTTP
Rula,Head of Technology Partnerships (Remote) at Rula,https://jobs.ashbyhq.com/rula/7e7f8644-0bd9-4abf-90f2-19e3fa12a418,js_shell,200,https://jobs.ashbyhq.com/rula/7e7f8644-0bd9-4abf-90f2-19e3fa12a418,Ashby SPA — JD content rendered client-side; not retrievable via static HTTP
Samsara,Senior Performance Marketing Manager - EMEA - Remote - UK at Samsara,https://job-boards.greenhouse.io/samsara/jobs/7522148,timeout,000,https://www.samsara.com/company/careers/roles/7522148?gh_jid=7522148,Network timeout / unreachable
Sentient,Director of Strategic Partnerships for Capital Markets at Sentient,https://jobs.ashbyhq.com/sentient/f094ae46-87ba-4833-a003-733c05863220,js_shell,200,https://jobs.ashbyhq.com/sentient/f094ae46-87ba-4833-a003-733c05863220,Ashby SPA — JD content rendered client-side; not retrievable via static HTTP
Sentient,Director of Operations/Strategy at Sentient,https://jobs.ashbyhq.com/sentient/26ee8da3-2022-41ba-9230-86e98be52124,js_shell,200,https://jobs.ashbyhq.com/sentient/26ee8da3-2022-41ba-9230-86e98be52124,Ashby SPA — JD content rendered client-side; not retrievable via static HTTP
Sentient,APAC Director of Operations/Strategy at Sentient,https://jobs.ashbyhq.com/sentient/7af21f1f-a597-411e-a32c-c08659bf9006,js_shell,200,https://jobs.ashbyhq.com/sentient/7af21f1f-a597-411e-a32c-c08659bf9006,Ashby SPA — JD content rendered client-side; not retrievable via static HTTP
Series D Climate Tech Startup,Chief of Staff at Series D Climate Tech Startup (Right Hand Talent),https://jobs.ashbyhq.com/righthandtalent/93c0c3f5-20c1-4698-ac8d-55708f24873d,js_shell,200,https://jobs.ashbyhq.com/righthandtalent/93c0c3f5-20c1-4698-ac8d-55708f24873d,Ashby SPA — JD content rendered client-side; not retrievable via static HTTP
Sierra,Strategy & Operations Lead at Sierra,https://jobs.ashbyhq.com/Sierra/fef64ea0-390e-4648-8086-744bb30c740f,js_shell,200,https://jobs.ashbyhq.com/Sierra/fef64ea0-390e-4648-8086-744bb30c740f,Ashby SPA — JD content rendered client-side; not retrievable via static HTTP
Superpower,Chief of Staff at Superpower,https://jobs.ashbyhq.com/superpower/e9b055d7-c292-4953-b9d1-7153d0255b84,js_shell,200,https://jobs.ashbyhq.com/superpower/e9b055d7-c292-4953-b9d1-7153d0255b84,Ashby SPA — JD content rendered client-side; not retrievable via static HTTP
Synapse Labs,Head of Strategy at Synapse Labs,https://jobs.ashbyhq.com/Synapse%20Labs/06bb8735-3777-4809-9e12-0ac2ece87226,js_shell,200,https://jobs.ashbyhq.com/Synapse%20Labs/06bb8735-3777-4809-9e12-0ac2ece87226,Ashby SPA — JD content rendered client-side; not retrievable via static HTTP
Taptap Send,"Partner Operations Manager, Latin America at Taptap Send",https://jobs.ashbyhq.com/TaptapSend/0759cc3d-381a-4409-9168-9fd8b8c71ba1,js_shell,200,https://jobs.ashbyhq.com/TaptapSend/0759cc3d-381a-4409-9168-9fd8b8c71ba1,Ashby SPA — JD content rendered client-side; not retrievable via static HTTP
Tekever,Commercial Manager at Tekever,https://careers.tekever.com/jobs/7261524-commercial-manager,timeout,000,https://careers.tekever.com/jobs/7261524-commercial-manager,Network timeout / unreachable
The Flex,Chief of Staff – Founder's Office (Remote) at The Flex,https://jobs.ashbyhq.com/The-Flex/8a60fd2c-73fb-4cad-ba5a-587bb09c63a9,js_shell,200,https://jobs.ashbyhq.com/The-Flex/8a60fd2c-73fb-4cad-ba5a-587bb09c63a9,Ashby SPA — JD content rendered client-side; not retrievable via static HTTP
The Flex,Chief of staff - Remote at The Flex,https://jobs.ashbyhq.com/The-Flex/584632ea-c04b-42c3-937f-01fe7cfc7c2b,js_shell,200,https://jobs.ashbyhq.com/The-Flex/584632ea-c04b-42c3-937f-01fe7cfc7c2b,Ashby SPA — JD content rendered client-side; not retrievable via static HTTP
Tracer Cloud Inc,Chief of Staff at Tracer Cloud Inc,https://jobs.ashbyhq.com/tracer/40824e5d-fe57-4e5b-a3d7-8f29709c87ec,js_shell,200,https://jobs.ashbyhq.com/tracer/40824e5d-fe57-4e5b-a3d7-8f29709c87ec,Ashby SPA — JD content rendered client-side; not retrievable via static HTTP
Trashie,Chief of Staff at Trashie,https://jobs.ashbyhq.com/trashie/0d7d4a3b-ab7b-4984-9ca7-bb4b50d530b7,js_shell,200,https://jobs.ashbyhq.com/trashie/0d7d4a3b-ab7b-4984-9ca7-bb4b50d530b7,Ashby SPA — JD content rendered client-side; not retrievable via static HTTP
Tribe.xyz,Country Manager - Berlin (People & Talent Ecosystem) at Tribe.xyz,https://jobs.ashbyhq.com/tribe-xyz/320651d4-1be8-4ded-9d03-296543226082,js_shell,200,https://jobs.ashbyhq.com/tribe-xyz/320651d4-1be8-4ded-9d03-296543226082,Ashby SPA — JD content rendered client-side; not retrievable via static HTTP
Unwell,Strategic Partnerships Manager at Unwell,https://jobs.ashbyhq.com/unwell/76905ff0-c415-4028-a909-e7ec57342971,js_shell,200,https://jobs.ashbyhq.com/unwell/76905ff0-c415-4028-a909-e7ec57342971,Ashby SPA — JD content rendered client-side; not retrievable via static HTTP
Vanta,"Director, Strategic Partnerships (VARs) at Vanta",https://jobs.ashbyhq.com/vanta/5f83094a-20e4-4e80-aa1d-375470b22bc6,js_shell,200,https://jobs.ashbyhq.com/vanta/5f83094a-20e4-4e80-aa1d-375470b22bc6,Ashby SPA — JD content rendered client-side; not retrievable via static HTTP
Veeva Systems,Manager Strategy - Regulatory - LatAm at Veeva Systems,https://jobs.lever.co/veeva/463ddd43-8f64-409a-9f3b-be0b600e3dc5,js_shell,200,https://jobs.lever.co/veeva/463ddd43-8f64-409a-9f3b-be0b600e3dc5,Returned HTML with no JD keywords
Voyfai,Expansion Manager (m/f/d) at Voyfai,https://jobs.ashbyhq.com/voyfai/f69a152a-eee1-4a52-8175-61b19a39ee84,js_shell,200,https://jobs.ashbyhq.com/voyfai/f69a152a-eee1-4a52-8175-61b19a39ee84,Ashby SPA — JD content rendered client-side; not retrievable via static HTTP
Whatnot,"Director, Strategy & Operations - Service Delivery at Whatnot",https://jobs.ashbyhq.com/whatnot/bef7a5f0-7f7c-4b91-8133-5190b21def01,js_shell,200,https://jobs.ashbyhq.com/whatnot/bef7a5f0-7f7c-4b91-8133-5190b21def01,Ashby SPA — JD content rendered client-side; not retrievable via static HTTP
Whatnot,"Strategy & Operations Manager/Senior Manager, Commerce at Whatnot",https://jobs.ashbyhq.com/whatnot/ba354a49-a93b-4688-a106-4140b966421c,js_shell,200,https://jobs.ashbyhq.com/whatnot/ba354a49-a93b-4688-a106-4140b966421c,Ashby SPA — JD content rendered client-side; not retrievable via static HTTP
Whatnot,"Strategy and Operations Manager, Categories and Expansion at Whatnot",https://jobs.ashbyhq.com/whatnot/300adeb9-5c0f-4c49-bcdb-60f1c9867a73,js_shell,200,https://jobs.ashbyhq.com/whatnot/300adeb9-5c0f-4c49-bcdb-60f1c9867a73,Ashby SPA — JD content rendered client-side; not retrievable via static HTTP
