URL,ATS,Slug,Job_ID,Company,Job_Title,Role_Family,Archetype_Guess,Remote_Eligible,Geography_Notes,Stretch_Count,Intl_Flex_OK,Seniority_Floor_OK,Search_Anchor,Found_On_Board,Snippet,Discovered_Date
https://jobs.ashbyhq.com/atlan/2a87418c-8b72-4bb2-adc5-e5f265248e06,ashby,atlan,2a87418c-8b72-4bb2-adc5-e5f265248e06,Atlan,Chief of Staff at Atlan,chief_of_staff,unclear,unclear,,0,unclear,true,latam,ashby,CoS at Atlan,2026-05-11
https://jobs.ashbyhq.com/auger/360c24c4-27c4-4032-89f2-b7a914a797c4,ashby,auger,360c24c4-27c4-4032-89f2-b7a914a797c4,Auger,Director of Strategic Partnerships at Auger,partnerships_bd,unclear,unclear,,0,unclear,true,open_remote,ashby,Director strategic partnerships Auger,2026-05-11
https://boards.greenhouse.io/bcgdv/jobs/5922659002,greenhouse,bcgdv,5922659002,BCGDV,Head of Strategy & Growth - Stealth ClimateTech Venture at BCGDV,strategy_ops,unclear,unclear,Singapore,1,unclear,true,open_remote,greenhouse,Stealth ClimateTech; Singapore,2026-05-11
https://job-boards.greenhouse.io/betterhelpcom/jobs/4515118008,greenhouse,betterhelpcom,4515118008,BetterHelp,Country Manager - Italy at BetterHelp,market_entry,builder_leaning,yes,Remote; Italy,0,true,true,eu,greenhouse,Fully remote EU-based; GTM strategy Italy,2026-05-11
https://jobs.lever.co/bighealth/e8db7034-04fd-4634-8962-5b037fb027f0,lever,bighealth,e8db7034-04fd-4634-8962-5b037fb027f0,Big Health,Director of Strategic Partnerships at Big Health,partnerships_bd,unclear,yes,Remote,0,unclear,true,open_remote,lever,Remote anywhere US,2026-05-11
https://jobs.lever.co/binance/79781dcf-e943-4cfd-8284-ace0790b3024,lever,binance,79781dcf-e943-4cfd-8284-ace0790b3024,Binance,Business Development - Payment (LATAM) at Binance,strategy_ops,unclear,unclear,LATAM,0,unclear,false,latam,lever,BD payment LATAM,2026-05-11
https://jobs.ashbyhq.com/bjakcareer/958cf425-2c04-40c0-9fdf-f24afb2bbab1,ashby,bjakcareer,958cf425-2c04-40c0-9fdf-f24afb2bbab1,Bjak,Country Manager - BJAK UK at Bjak,market_entry,builder_leaning,unclear,UK,0,unclear,true,open_remote,ashby,"UK CM; setup, licensing, partnerships",2026-05-11
https://job-boards.greenhouse.io/blueroseresearch/jobs/5722068004,greenhouse,blueroseresearch,5722068004,Blue Rose Research,"Director, Business Strategy and Operations at Blue Rose Research",strategy_ops,unclear,unclear,,0,unclear,true,open_remote,greenhouse,Director business strategy & ops,2026-05-11
https://jobs.ashbyhq.com/cambio/c84db9fb-1c21-4d33-84b3-19654c7b7110,ashby,cambio,c84db9fb-1c21-4d33-84b3-19654c7b7110,Cambio AI Inc.,Chief of Staff at Cambio AI Inc.,chief_of_staff,unclear,unclear,,0,unclear,true,eu,ashby,CoS at Cambio AI,2026-05-11
https://job-boards.greenhouse.io/candid/jobs/8056993002,greenhouse,candid,8056993002,Candid,Director of Strategic Partnerships at Candid,partnerships_bd,unclear,unclear,,0,unclear,true,open_remote,greenhouse,Director of partnerships,2026-05-11
https://job-boards.greenhouse.io/careaccess/jobs/4021004009,greenhouse,careaccess,4021004009,Care Access,Country Finance Manager at Care Access,market_entry,unclear,unclear,,0,unclear,true,latam,greenhouse,Country finance manager,2026-05-11
https://jobs.ashbyhq.com/cargo-one/0611459d-26c2-40f1-9268-44a10b703c42,ashby,cargo-one,0611459d-26c2-40f1-9268-44a10b703c42,cargo.one,Chief of staff at cargo.one,chief_of_staff,unclear,unclear,,0,unclear,true,dc,ashby,Entrepreneurial CoS to Founders,2026-05-11
https://jobs.ashbyhq.com/castle/6ddd6ef5-c7a3-4d09-9757-61852158e3ec,ashby,castle,6ddd6ef5-c7a3-4d09-9757-61852158e3ec,Castle,Chief of Staff at Castle,chief_of_staff,unclear,unclear,,0,unclear,true,eu,ashby,CoS at Castle,2026-05-11
https://jobs.ashbyhq.com/centivo/7b177549-a892-4b71-a55b-e6be99558506,ashby,centivo,7b177549-a892-4b71-a55b-e6be99558506,Centivo,Strategy & Operations Director at Centivo,strategy_ops,unclear,unclear,,0,unclear,true,open_remote,ashby,Reports to VP Strategic Initiatives,2026-05-11
https://jobs.ashbyhq.com/character/deff7d37-d005-4032-83ce-5bc6bb8de67f,ashby,character,deff7d37-d005-4032-83ce-5bc6bb8de67f,Character.AI,Head of Partnerships at Character.AI,partnerships_bd,unclear,unclear,,0,unclear,true,eu,ashby,Head of partnerships Character.AI,2026-05-11
https://jobs.lever.co/charitywater/95841ce5-00be-4d77-b31f-73e72f634f9e,lever,charitywater,95841ce5-00be-4d77-b31f-73e72f634f9e,charity: water,VP of Global Partnerships (Remote) at charity: water,partnerships_bd,unclear,yes,Remote,0,unclear,true,open_remote,lever,VP Global Partnerships strategy; remote,2026-05-11
https://boards.greenhouse.io/checkr/jobs/5161258,greenhouse,checkr,5161258,Checkr,"VP, Partnerships at Checkr",partnerships_bd,unclear,yes,Remote,0,unclear,true,open_remote,greenhouse,"Remote, United States",2026-05-11
https://jobs.ashbyhq.com/cobot/def3c981-c138-4aaf-ba43-e5b877347355,ashby,cobot,def3c981-c138-4aaf-ba43-e5b877347355,Cobot,Director of Strategic Partnerships at Cobot,partnerships_bd,unclear,unclear,,0,unclear,true,open_remote,ashby,Robotics/AI infra/frontier tech partnerships,2026-05-11
https://job-boards.greenhouse.io/coderoad/jobs/4244253009,greenhouse,coderoad,4244253009,CodeRoad,"Director, People Business Partner at CodeRoad",strategy_ops,unclear,unclear,LATAM,0,unclear,true,latam,greenhouse,People function in LATAM/US,2026-05-11
https://jobs.ashbyhq.com/cohere/440bdfe2-a19d-4b9d-bb84-e7edc46b6b22,ashby,cohere,440bdfe2-a19d-4b9d-bb84-e7edc46b6b22,Cohere,Country Manager - France at Cohere,market_entry,builder_leaning,unclear,France,0,unclear,true,open_remote,ashby,France CM Cohere,2026-05-11
https://jobs.ashbyhq.com/cohere/ea104e05-2bbc-492e-adec-51aff6c9cbff,ashby,cohere,ea104e05-2bbc-492e-adec-51aff6c9cbff,Cohere,Country Manager - Saudi Arabia at Cohere,market_entry,builder_leaning,unclear,Saudi Arabia,1,unclear,true,dc,ashby,Saudi Arabia CM Cohere,2026-05-11
https://job-boards.greenhouse.io/colabsoftware/jobs/4970044008,greenhouse,colabsoftware,4970044008,CoLab Software,Director of Strategy at CoLab Software,strategy_ops,unclear,unclear,,0,unclear,true,dc,greenhouse,Director of strategy,2026-05-11
https://jobs.lever.co/crypto/43a8cabf-4d76-4274-894d-f8ac6bf2b5a5,lever,crypto,43a8cabf-4d76-4274-894d-f8ac6bf2b5a5,Crypto.com,"Country Manager, Brazil - Global Fintech Startup at Crypto.com",market_entry,builder_leaning,unclear,Brazil,0,unclear,true,open_remote,lever,Brazil CM crypto,2026-05-11
https://jobs.lever.co/curri/5f4fdf45-3cec-4446-9a7f-d0ccf3c979c8,lever,curri,5f4fdf45-3cec-4446-9a7f-d0ccf3c979c8,Curri,"Strategy and Operations Manager, Market Growth (Washington D.C.) at Curri",strategy_ops,unclear,unclear,Washington; DC,0,unclear,true,dc,lever,S&O mgr DC market growth,2026-05-11
https://job-boards.greenhouse.io/cvx/jobs/6658338003,greenhouse,cvx,6658338003,CVX Ventures,Head of International Expansion CVX Ventures at CVX Ventures,market_entry,builder_leaning,unclear,Europe,0,unclear,false,open_remote,greenhouse,Lead Europe angel investor network expansion,2026-05-11
https://jobs.ashbyhq.com/cygnify/4d0d5e51-c509-4533-a4c7-de8065d1e934,ashby,cygnify,4d0d5e51-c509-4533-a4c7-de8065d1e934,Cygnify,Country Manager - Business Development Manager at Cygnify,market_entry,builder_leaning,unclear,,0,unclear,true,dc,ashby,CM + BD mgr,2026-05-11
https://jobs.ashbyhq.com/decagon/0071b805-983e-4946-aa38-3017dac6ac30,ashby,decagon,0071b805-983e-4946-aa38-3017dac6ac30,Decagon,Head of Strategic Partnerships at Decagon,partnerships_bd,unclear,unclear,,0,unclear,true,open_remote,ashby,Head of strategic partnerships,2026-05-11
https://jobs.ashbyhq.com/decagon/49742dbb-55ae-4552-b19c-9fa97f2c1533,ashby,decagon,49742dbb-55ae-4552-b19c-9fa97f2c1533,Decagon,"Senior Director, Strategy and Operations at Decagon",strategy_ops,unclear,unclear,,0,unclear,true,open_remote,ashby,Sr Director strategy & ops,2026-05-11
https://job-boards.greenhouse.io/decibelfoundation/jobs/4632324005,greenhouse,decibelfoundation,4632324005,Decibel Foundation,Chief of Staff (Decibel) at Decibel Foundation,chief_of_staff,unclear,unclear,,0,unclear,true,open_remote,greenhouse,"Globally distributed team, exposure to founders",2026-05-11
https://jobs.ashbyhq.com/deel/ac6e6add-eaef-4d5b-99b1-090f3f6c2a2d,ashby,deel,ac6e6add-eaef-4d5b-99b1-090f3f6c2a2d,Deel,Global Country Expansion Manager at Deel,market_entry,unclear,unclear,,0,unclear,true,open_remote,ashby,150+ countries; expansion mgr,2026-05-11
https://jobs.ashbyhq.com/deel/24c0b574-21fc-4c42-b45b-3a9213eb2ba1,ashby,deel,24c0b574-21fc-4c42-b45b-3a9213eb2ba1,Deel,"Regional Manager, Immigration | EMEA at Deel",market_entry,unclear,unclear,EMEA,0,unclear,true,eu,ashby,Regional mgr immigration EMEA,2026-05-11
https://jobs.ashbyhq.com/Deel/1a70c854-9faa-4c1c-ab31-6ff929ab0223,ashby,deel,1a70c854-9faa-4c1c-ab31-6ff929ab0223,Deel,"Team Lead, Payroll Compliance | EMEA at Deel",market_entry,unclear,unclear,EMEA,0,unclear,true,eu,ashby,Payroll team lead EMEA,2026-05-11
https://jobs.ashbyhq.com/deel/69b152c5-1db8-4466-8676-d8168324dd50,ashby,deel,69b152c5-1db8-4466-8676-d8168324dd50,Deel,"Team Lead, Payroll Implementation | EMEA at Deel",market_entry,unclear,unclear,EMEA,0,unclear,true,eu,ashby,Payroll team lead EMEA,2026-05-11
https://jobs.ashbyhq.com/Deel/bc5de11e-b944-49b6-8bc6-d864d44ecc74,ashby,deel,bc5de11e-b944-49b6-8bc6-d864d44ecc74,Deel,"SMB Sales Manager, North Latam at Deel",market_entry,unclear,unclear,LATAM,0,unclear,true,latam,ashby,SMB Sales North LATAM,2026-05-11
https://jobs.ashbyhq.com/deel/dfc2246f-0d2d-42a3-871a-377760417c3d,ashby,deel,dfc2246f-0d2d-42a3-871a-377760417c3d,Deel,Country Finance Manager | Germany at Deel,market_entry,unclear,unclear,,0,unclear,true,latam,ashby,Country finance mgr Germany,2026-05-11
https://jobs.ashbyhq.com/Deepgram/8e81f991-64d8-4cf2-883f-3fc8aae22fb7,ashby,deepgram,8e81f991-64d8-4cf2-883f-3fc8aae22fb7,Deepgram,Chief of Staff at Deepgram,chief_of_staff,unclear,unclear,,0,unclear,true,eu,ashby,Voice AI platform CoS,2026-05-11
https://jobs.lever.co/deltasands/f3861ffc-5cb6-401f-bb99-acdfcaf037fb,lever,deltasands,f3861ffc-5cb6-401f-bb99-acdfcaf037fb,Delta Solutions & Strategies,"RMF, Cybersecurity, and ATO Consultant at Delta Solutions & Strategies",chief_of_staff,unclear,unclear,,0,unclear,false,dc,lever,Cyber/ATO consultant,2026-05-11
https://job-boards.greenhouse.io/dimagi/jobs/7349382,greenhouse,dimagi,7349382,Dimagi,Senior Director of Strategic Partnerships at Dimagi,partnerships_bd,unclear,unclear,,0,unclear,true,open_remote,greenhouse,Sr Dir strategic partnerships,2026-05-11
https://jobs.lever.co/dlocal/13cc5532-0efb-4c02-aa16-a15a670f5632,lever,dlocal,13cc5532-0efb-4c02-aa16-a15a670f5632,dLocal,Country Manager - Colombia at dLocal,market_entry,builder_leaning,unclear,,0,unclear,true,open_remote,lever,Lead dLocal Colombia strategy,2026-05-11
https://jobs.lever.co/dlocal/73053278-3d77-4973-9f08-d280f1b30d94,lever,dlocal,73053278-3d77-4973-9f08-d280f1b30d94,dLocal,Head of Market Operations India at dLocal,market_entry,unclear,unclear,India,1,unclear,true,open_remote,lever,Payments India ops head,2026-05-11
https://jobs.lever.co/dlocal/8e4eb972-9e0d-4336-a81c-6a0c12ac5970,lever,dlocal,8e4eb972-9e0d-4336-a81c-6a0c12ac5970,dLocal,Country Manager - Thailand (Remote) at dLocal,market_entry,builder_leaning,yes,Remote; Thailand,1,unclear,true,open_remote,lever,Thailand CM remote,2026-05-11
https://jobs.lever.co/dlocal/752f72b4-fdc7-4bd5-9a53-a7f8668e7588,lever,dlocal,752f72b4-fdc7-4bd5-9a53-a7f8668e7588,dLocal,Country Manager - Mexico at dLocal,market_entry,builder_leaning,unclear,Mexico,0,unclear,true,latam,lever,Mexico CM payments,2026-05-11
https://job-boards.greenhouse.io/doordashusa/jobs/7036670,greenhouse,doordashusa,7036670,DoorDash USA,Senior Manager Strategy and Operations at DoorDash USA,strategy_ops,unclear,yes,Remote,0,unclear,true,open_remote,greenhouse,US-Remote,2026-05-11
https://job-boards.greenhouse.io/downingcapitalgroup/jobs/4616229007,greenhouse,downingcapitalgroup,4616229007,Downing Capital Group,Chief of Staff (Remote) at Downing Capital Group,chief_of_staff,unclear,yes,Remote,0,unclear,true,open_remote,greenhouse,Chief of Staff supporting portfolio company CEO; remote,2026-05-11
https://jobs.lever.co/wearedream/03f02faf-1b5a-4989-abb6-13d99de863a6,lever,wearedream,03f02faf-1b5a-4989-abb6-13d99de863a6,DREAM,Director of Strategy Operations at DREAM,strategy_ops,unclear,unclear,,0,unclear,true,open_remote,lever,Reports to CSO; strategy execution,2026-05-11
https://jobs.lever.co/dyte-io/3f61c69c-38a1-4216-ab17-08f9802e0c25,lever,dyte-io,3f61c69c-38a1-4216-ab17-08f9802e0c25,Dyte Inc.,Chief of Staff (Remote) at Dyte Inc.,chief_of_staff,unclear,yes,Remote,0,unclear,true,open_remote,lever,Direct work with CEO and leadership; scale ops,2026-05-11
https://jobs.ashbyhq.com/Easygenerator/96f45c63-ea94-4169-81bc-72996b39fd86,ashby,easygenerator,96f45c63-ea94-4169-81bc-72996b39fd86,Easygenerator,Global Head of Partnerships at Easygenerator,partnerships_bd,unclear,unclear,Europe,0,unclear,true,eu,ashby,Global head NA/Europe/Australia,2026-05-11
https://job-boards.greenhouse.io/ebanx/jobs/7680853003,greenhouse,ebanx,7680853003,EBANX,Country Manager Peru at EBANX,market_entry,builder_leaning,unclear,,0,unclear,true,open_remote,greenhouse,Country lead for payments; Peru,2026-05-11
https://boards.greenhouse.io/ebanx/jobs/5990922003,greenhouse,ebanx,5990922003,EBANX,Country Manager | Brazil at EBANX,market_entry,builder_leaning,unclear,Brazil,0,unclear,true,latam,greenhouse,Lead strategic negotiations; Brazil CM,2026-05-11
https://jobs.ashbyhq.com/ecosia.org/74c35bd3-f41e-4ec9-a03e-a637d646602f,ashby,ecosia.org,74c35bd3-f41e-4ec9-a03e-a637d646602f,Ecosia,Country Development and Marketing Manager (based in US - remote) at Ecosia,market_entry,unclear,yes,Remote,0,unclear,true,latam,ashby,US-based remote,2026-05-11
https://jobs.ashbyhq.com/ecosia.org/c002b90a-5dad-498f-8374-b5a8c48a0bdd,ashby,ecosia.org,c002b90a-5dad-498f-8374-b5a8c48a0bdd,Ecosia,Country Marketing Manager - US (based in US - remote) at Ecosia,market_entry,unclear,yes,Remote,0,unclear,true,latam,ashby,US-based remote,2026-05-11
https://jobs.ashbyhq.com/ecosia.org/68a27d80-1ccb-4b6c-8212-815cb33fb31d,ashby,ecosia.org,68a27d80-1ccb-4b6c-8212-815cb33fb31d,Ecosia,US Country Development and Marketing Manager (based in US - remote) at Ecosia,market_entry,unclear,yes,Remote US; Remote,0,unclear,true,latam,ashby,US-based remote,2026-05-11
https://jobs.lever.co/edpuzzle/c54d4bf7-01c9-4631-b3ea-e9121e11b166,lever,edpuzzle,c54d4bf7-01c9-4631-b3ea-e9121e11b166,Edpuzzle,Country Manager France/Belgium/Luxembourg (Remote position) at Edpuzzle,market_entry,builder_leaning,yes,EMEA; Remote; France,0,unclear,true,eu,lever,Remote CM Fr/Be/Lu; reports to EMEA Strategy Manager,2026-05-11
https://jobs.ashbyhq.com/equip/4c2d724d-cfc6-49c7-920f-ea5fcd8b61a0,ashby,equip,4c2d724d-cfc6-49c7-920f-ea5fcd8b61a0,Equip Health,Strategic Operations Director at Equip Health,strategy_ops,unclear,unclear,,0,unclear,true,open_remote,ashby,Eating disorder treatment platform,2026-05-11
https://job-boards.greenhouse.io/purestorage/jobs/7825102,greenhouse,purestorage,7825102,Everpure,Country Manager - Brazil at Everpure,market_entry,builder_leaning,unclear,Brazil,0,unclear,true,eu,greenhouse,Pure Storage; Brazil CM,2026-05-11
https://jobs.ashbyhq.com/exa/9117a53a-799b-4c05-8179-42baf0f80cfc,ashby,exa,9117a53a-799b-4c05-8179-42baf0f80cfc,Exa,Chief of Staff at Exa,chief_of_staff,unclear,unclear,,0,unclear,true,open_remote,ashby,Strategy to financial modeling to legal to recruiting,2026-05-11
https://jobs.lever.co/extremenetworks/f5fd2c06-e612-47ca-9546-3b60d8e2c2ff,lever,extremenetworks,f5fd2c06-e612-47ca-9546-3b60d8e2c2ff,Extreme Networks,Country Manager - France at Extreme Networks,market_entry,builder_leaning,unclear,France,0,unclear,true,open_remote,lever,France CM,2026-05-11
https://jobs.ashbyhq.com/fern/d423aba5-28de-4d11-8d99-2699e6e97e83,ashby,fern,d423aba5-28de-4d11-8d99-2699e6e97e83,Fern,Chief of Staff to the CEO at Fern,chief_of_staff,unclear,unclear,,0,unclear,true,open_remote,ashby,"Generalist across product, ops, marketing, strategy",2026-05-11
https://boards.greenhouse.io/flex/jobs/4322963005,greenhouse,flex,4322963005,Flex,"Director, Head of Product Partnerships at Flex",partnerships_bd,unclear,yes,Remote,0,unclear,true,open_remote,greenhouse,"Remote-friendly; US, AU, South America",2026-05-11
https://job-boards.greenhouse.io/flex/jobs/4595609005,greenhouse,flex,4595609005,Flex,"Senior Director of Strategic Partnerships, New Verticals at Flex",partnerships_bd,unclear,unclear,NYC,0,unclear,true,open_remote,greenhouse,Hybrid NYC or SF,2026-05-11
https://jobs.ashbyhq.com/formance/2cdde399-3119-4724-8055-88bda00f98ca,ashby,formance,2cdde399-3119-4724-8055-88bda00f98ca,Formance,Chief of Staff (Maternity leave cover) at Formance,chief_of_staff,unclear,yes,Remote; France,0,unclear,true,open_remote,ashby,France with full remote policy; 6mo fixed-term,2026-05-11
https://job-boards.greenhouse.io/fsg/jobs/5412653004,greenhouse,fsg,5412653004,FSG,Chief of Staff and Director of Strategic Initiatives at FSG,chief_of_staff,unclear,unclear,,0,unclear,true,dc,greenhouse,CoS + Director of Strategic Initiatives,2026-05-11
https://job-boards.greenhouse.io/globalizationpartners/jobs/7641043003,greenhouse,globalizationpartners,7641043003,G-P,"Senior Director, Strategic Partnerships & Ecosystem Sales at G-P",partnerships_bd,unclear,unclear,,0,unclear,true,eu,greenhouse,Sr Dir strategic partnerships ecosystem,2026-05-11
https://jobs.ashbyhq.com/gamechanger/fe44d153-c4af-44a2-a0c6-76407fea6d82,ashby,gamechanger,fe44d153-c4af-44a2-a0c6-76407fea6d82,GameChanger,"Director, Strategic Operations at GameChanger",strategy_ops,unclear,yes,Remote; NYC,0,unclear,true,open_remote,ashby,Remote-first NYC,2026-05-11
https://boards.greenhouse.io/gitlab/jobs/7118258002,greenhouse,gitlab,7118258002,GitLab,"Director, Territory Partner Account Managers (EMEA) at GitLab",partnerships_bd,unclear,unclear,EMEA,0,unclear,true,eu,greenhouse,EMEA partner account managers,2026-05-11
https://job-boards.greenhouse.io/givedirectly/jobs/4643838005,greenhouse,givedirectly,4643838005,GiveDirectly,Senior Partnerships & Philanthropy Leadership Roles at GiveDirectly,partnerships_bd,unclear,unclear,,0,unclear,true,dc,greenhouse,Director / Senior Director EOI,2026-05-11
https://job-boards.greenhouse.io/gleanwork/jobs/4619527005,greenhouse,gleanwork,4619527005,Glean,Head of Partnerships - EMEA at Glean,partnerships_bd,unclear,yes,EMEA; Remote,0,unclear,true,eu,greenhouse,Strategic planning and execution for EMEA partners; remote,2026-05-11
https://jobs.lever.co/gong/bfbfacb7-5488-4a1b-8610-d873802028a7,lever,gong,bfbfacb7-5488-4a1b-8610-d873802028a7,Gong.io,"Director, EMEA Sales Strategy & Operations at Gong.io",strategy_ops,unclear,unclear,EMEA,0,unclear,true,eu,lever,Lead EMEA territory design; CoS for Head of EMEA,2026-05-11
https://job-boards.greenhouse.io/habitathealth/jobs/5105442008,greenhouse,habitathealth,5105442008,Habitat Health,"Manager, Strategy and Operations at Habitat Health",strategy_ops,unclear,yes,Remote,0,unclear,true,open_remote,greenhouse,Remote CA preferred,2026-05-11
https://boards.greenhouse.io/heycar/jobs/6311712002,greenhouse,heycar,6311712002,heycar,Head of International Expansion & Roll-out at heycar,market_entry,builder_leaning,unclear,,0,unclear,false,open_remote,greenhouse,Lead Intl Expansion department,2026-05-11
https://jobs.lever.co/highspot/075d3adb-72b0-43b5-86ce-fdd7a313152d,lever,highspot,075d3adb-72b0-43b5-86ce-fdd7a313152d,Highspot,"Sr. Manager, People Operations, EMEA at Highspot",strategy_ops,unclear,unclear,EMEA,0,unclear,true,eu,lever,People ops EMEA,2026-05-11
https://boards.greenhouse.io/hightouch/jobs/5036699004,greenhouse,hightouch,5036699004,Hightouch,"Head of Sales, EMEA at Hightouch",partnerships_bd,unclear,unclear,EMEA,0,unclear,true,eu,greenhouse,Sales head not partnerships,2026-05-11
https://job-boards.greenhouse.io/homesolutions/jobs/4689397005,greenhouse,homesolutions,4689397005,Home Solutions,Director of Strategy & Business Operations at Home Solutions,strategy_ops,unclear,unclear,,0,unclear,true,dc,greenhouse,Director strategy & biz ops,2026-05-11
https://boards.greenhouse.io/homelight/jobs/2247043,greenhouse,homelight,2247043,HomeLight,Director of Strategic Partnerships at HomeLight,partnerships_bd,unclear,unclear,,0,unclear,true,open_remote,greenhouse,Director of strategic partnerships,2026-05-11
