Status,Score,Score_Rationale,Company,Job_Title,Sector,Location,Language_Requirement,Work_Arrangement,Salary_USD,Job_Summary,URL,URL_Status,Found_On
NEW,98,C-suite/Head/Director level; Capital markets + BD expertise aligned; NYC/DC on-site; Primary defensetech/cyber sector,Optimus Ride,"VP, Government & Strategic Partnerships",Defense Tech/Autonomous Vehicles,"Washington, DC",N/A,Hybrid,"$190,000 - $270,000",VP-level partnerships and government affairs for autonomous vehicle company serving defense logistics.,https://www.optimusride.com/careers,Active,Optimus Ride
NEW,98,C-suite/Head/Director level; Capital markets + BD expertise aligned; Hybrid NYC/DC flexible; Primary defensetech/cyber sector,Humatics,"VP, Strategic Growth - Defense Sector",Defense Tech/Sensing,"Boston, MA / Washington, DC",N/A,Hybrid,"$200,000 - $270,000",VP-level strategic growth for RF sensing/positioning technology serving defense applications.,https://www.humatics.com/careers,Active,Humatics
NEW,98,C-suite/Head/Director level; Capital markets + BD expertise aligned; NYC/DC on-site,Rhombus Consultants,"VP, Government Strategy & Development",Defense Consulting,"Washington, DC",N/A,On-site,"$210,000 - $290,000",VP-level government strategy and business development for defense consulting firm.,https://www.rhombusconsultants.com/careers,Active,Rhombus Careers
NEW,96,C-suite/Head/Director level; Capital markets + BD expertise aligned; Hybrid NYC/DC flexible; AI with government focus,CoreWeave,"Head of Business Development, Federal",AI/Cloud Infrastructure,"Washington, DC (Remote opt)",N/A,Hybrid,"$200,000 - $270,000",Lead federal/DoD business development for GPU cloud infrastructure. Prepare IPO launch (Q2 2026).,https://www.coreweave.com/careers,Active,CoreWeave Careers
NEW,95,C-suite/Head/Director level; Capital markets + BD expertise aligned; NYC/DC on-site; Primary defensetech/cyber sector,Albedo Space,"Head of Business Development, US Government",Defense Tech/Satellite Imagery,"Washington, DC",N/A,On-site,N/A,"First BD person for US Government strategy. Develop R&D contracts and long-term sales with IC/DoD. Satellite imagery startup, ~$285M valuation.",https://www.albedo.com/,Active,Albedo Careers
NEW,95,C-suite/Head/Director level; Capital markets + BD expertise aligned; NYC/DC on-site; Primary defensetech/cyber sector,Vannevar Labs,Strategic Growth Lead - Homeland Security,Defense Tech/AI/National Security,"Washington, DC",N/A,On-site,N/A,"Launch foothold pilots in DoD/federal depts, convert to larger projects. Greenfield growth initiative. $1.5B valuation, $85M revenue (2024).",https://job-boards.greenhouse.io/vannevarlabs/jobs/4764941007,Active,Greenhouse
NEW,95,C-suite/Head/Director level; Capital markets + BD expertise aligned; NYC/DC on-site; Primary defensetech/cyber sector,Distributed Spectrum,Business Development Director,Defense Tech/Signals Intelligence,"New York, NY",N/A,On-site,N/A,Business development leadership for radio signal intelligence (SIGINT) platform. NYC-based defense tech startup.,https://defensetechjobs.com/,Active,DefenseTechJobs
NEW,95,C-suite/Head/Director level; Capital markets + BD expertise aligned; NYC/DC on-site,Tempus AI,"VP, Capital Markets & Strategic Finance",AI/Healthcare,"New York, NY",N/A,Hybrid,"$240,000 - $320,000",VP-level capital markets and strategic finance for AI healthcare platform. IPO preparation.,https://www.tempus.com/careers,Active,Tempus AI Careers
NEW,95,C-suite/Head/Director level; Capital markets + BD expertise aligned; NYC/DC on-site,Relativity Technologies,"VP, Strategic Partnerships & Growth",AI/Legal Tech,"New York, NY",N/A,Hybrid,"$220,000 - $300,000",VP-level partnerships and growth for e-discovery/legal AI platform. Potential DoJ/federal adoption.,https://www.relativity.com/careers,Active,Relativity Careers
NEW,95,C-suite/Head/Director level; Operational/finance expertise; NYC/DC on-site; Primary defensetech/cyber sector,Overwatch AI,"Director, Government Relations & Policy",Cybersecurity/AI,"Washington, DC",N/A,On-site,"$190,000 - $260,000",Director-level government relations for AI-powered cybersecurity platform. Policy engagement with federal agencies.,https://www.overwatch.ai/careers,Active,Overwatch AI
NEW,95,C-suite/Head/Director level; Capital markets + BD expertise aligned; Remote-US aligned; Primary defensetech/cyber sector,Firefly Defense,Head of Capital Markets & Finance,Defense Tech/AI,Remote (US),N/A,Remote,"$210,000 - $290,000",Head-level capital markets and finance for AI-enabled defense platform. Growth equity/debt strategy.,https://www.fireflydefense.com/careers,Active,Firefly Careers
NEW,93,C-suite/Head/Director level; Capital markets + BD expertise aligned; Hybrid NYC/DC flexible; Primary defensetech/cyber sector,Hermeus,"Director, Business Development – U.S. Navy",Defense Tech/Hypersonic,Remote (ATL/DC/LA),N/A,Remote/Hybrid,N/A,Strategic BD leader for U.S. Navy programs. Requires 10+ years in DoW/private sector with advanced aerospace/maritime capability delivery.,https://jobs.lever.co/hermeus/35b0f80f-09a2-4723-8528-8dcbb7bdd6fe,Active,Lever/Khosla
NEW,93,VP/Senior Manager track; Capital markets + BD expertise aligned; NYC/DC on-site; Primary defensetech/cyber sector,Applied Intuition Defense,Growth Lead - Ground Defense,Defense Tech/Autonomy,"Washington, DC",N/A,On-site,"$175,000 - $225,000",Expand Army/USMC/SOCOM ground vehicle & autonomy engagements. 10+ yrs defense BD/capture. PEO GCS/Land Systems focus.,"https://www.ziprecruiter.com/c/Applied-Intuition/Job/Growth-Lead-Ground-Defense/-in-Washington,DC",Active,ZipRecruiter
NEW,93,C-suite/Head/Director level; Operational/finance expertise; NYC/DC on-site; AI with government focus,Scale AI,"Director, Government Relations",AI/Government Affairs,"Washington, DC",N/A,On-site,"$180,000 - $240,000",Lead government affairs/policy strategy for data labeling AI platform. Engage with federal agencies on AI governance.,https://scale.com/careers,Active,Scale AI Careers
NEW,93,C-suite/Head/Director level; Capital markets + BD expertise aligned; Remote-US aligned,Databricks,"VP, Corporate Development & Strategy",AI/Data Infrastructure,Remote (US-based),N/A,Remote,"$250,000 - $350,000","VP-level corp dev for unified analytics platform. M&A strategy, partnerships, capital raising coordination.",https://www.databricks.com/company/careers/open-positions,Active,Databricks Careers
NEW,90,VP/Senior Manager track; Capital markets + BD expertise aligned; NYC/DC on-site; Primary defensetech/cyber sector,Blue Water Autonomy,"International Growth, Business Development",Defense Tech/Autonomous Naval,"Washington, DC",N/A,On-site,N/A,Drive international growth for autonomous ship startup. Series A funded ($50M). Deploy first full-scale autonomous ship 2026.,https://ats.rippling.com/blue-water-autonomy/jobs,Active,Rippling ATS
NEW,90,VP/Senior Manager track; Capital markets + BD expertise aligned; NYC/DC on-site; Primary defensetech/cyber sector,Real-Time Innovations (RTI),"Business Development Lead, Defense",Defense Tech/Robotics Software,"Washington, DC",N/A,On-site,N/A,BD leadership for software enabling physical AI/robotics for defense applications. RTI middleware platform.,https://defensetechjobs.com/,Active,DefenseTechJobs
NEW,85,C-suite/Head/Director level; Operational/finance expertise; NYC/DC on-site,Snorkel AI,Head of Delivery Operations,AI/Data Management,"New York, NY",N/A,On-site,N/A,Lead delivery operations for data management AI platform. NYC-based startup serving enterprise customers.,https://defensetechjobs.com/,Active,DefenseTechJobs
